,text,like,love,care,haha,wow,sad,angry
1505,"88好可愛😍😍😍
「""我人在哪裡"" 就是 ""WOW...我人在哪裡""」
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
謝坤達(KunDa)唯一官方粉絲專頁
9m88",833,6,0,65,0,0,0
1506,"阿部桑和旺福合作台語歌""愛你管""
光前奏就好好聽(((超期待
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
阿部瑪利亞
旺福 WONFU",2064,42,3,51,1,0,0
1507,"演唱會周邊預購到今天為止❗
還沒購買的大家把握機會囉～～～
https://cbtv.tw/awakeningmerch

（演唱會當天現貨有限，建議大家先預購再到現場拿哦）",385,4,0,0,0,0,0
1508,"邰哥的甜點時間被害
""你該不會只買一個""、""我忘了比一個圓""
柚子又革命太好笑了XDDDD

月曜頻道高畫質👇
https://youtu.be/uSeVZS1Di-4",845,7,1,120,0,1,0
1509,"第二屆木曜跨界演唱會Awakening- EP2 你看了嗎！！
因片長關係，與歌手討論歌曲的花絮都在深度會員💜
會員傳送門：https://cbtv.tw/join",2213,14,2,3,0,0,0
1510,"📣演唱會一起嗨怎麼可以少了手燈呢
這個聖誕周末12.25、12.26
木曜演唱會入場憑票皆贈一支【木曜Awakening手燈】
*此手燈為演唱會專屬入場禮，不另外販售

🎫◤入場實聯制再次提醒◥🎫
入場一定要
使用台北通QR碼、出示身分證 （二擇一）
-
請留意：如果選擇使用台北通，請事先下載申辦，APP為人工審核需 #二至三個工作天 才能完成

-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-\-

▐ 木曜跨界演唱會－Awakening《木曜4超玩六週年特別企劃》▐
▨ 演出日期：2021/12/25 (六) 木曜會員專場
2021/12/26 (日) 全民同樂場
▨ 入場時間：1330 (以現場狀況為主)
▨ 演出時間：1500 (以現場狀況為主)
▨ 演出地點：台北流行音樂中心
▨ 主辦單位： 麥卡貝網路電視、華貴娛樂",1498,14,2,1,1,1,0
1511,"邰桑這唱進心裡的歌聲．．．
又溫暖又傷感
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
盧廣仲",3098,72,66,2,5,37,0
1512,"✨新歌試聽來了✨
離木曜跨界演唱會
還有一周的時間趕快練起來
12/25.26 演唱會當天大家一起唱😍
-
《木曜跨界演唱會-Awakening》Highlight Medley
https://youtu.be/ENKi_QOd3Io",1709,26,1,0,0,0,0
1513,"扇子呢？！打！！！
（這段一定要看，溫溫唱好棒❤️）
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
黃于恩 溫妮
老王樂隊",1460,20,0,39,3,0,0
1514,"泱泱X宇宙人 這組合真的太好玩了🤣🤣🤣
隨便聊就笑到不行
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
泱泱 LYNN
宇宙人",1255,11,2,51,0,0,0
1515,"中二組合持續相愛相殺🤣笑到不行
＆又被cue的大淵事件
-
第二屆木曜跨界演唱會EP2
👉https://cbtv.tw/Awakeningep2
＝＝＝＝＝＝＝＝＝＝＝
林柏昇 KID
ØZI",1236,2,1,156,2,0,0
1516,"蛤～不管您是已經都更或是準備要都更
#享好水 #不用等 選賀眾牌就對啦!!!!!

即日起~2021.12.31 凡購買賀眾牌家庭淨水/飲水產品
✨單筆滿萬 即可送 UP-26美肌沐浴器 或 UP-310 DIY抑垢淨水器
讓家人安心喝好水 用好水 ☺️ #您喝的水賀眾關心
詳情請上官網查詢: https://9000.com.tw/",1641,4,1,409,0,0,1
1517,"這一招""互動式的工商娛樂""太棒了嘛
呆腦獸恐龍舞真的卡哇依だね😍

🌸《#夢想新大陸》阿部首款代言的手遊大作！快來遊戲內找她！
🌸立即下載，就送乙太跳跳龍和永久時裝！
🍀立即下載👉https://lihi3.com/l10lt
🍀FB粉絲團👉 夢想新大陸",1077,10,1,139,3,1,0
1518,"We are the best team！
妙管家殺手系列，專殺頑垢！
輕鬆解決油垢、皂垢、水垢、霉菌等難纏的污垢問題
過年大掃除讓你殺遍天下無敵垢

了解更多殺手：https://magic-amah-killer.tw/
-
12/17-12/24期間下方留言：哪種污垢最難纏+公開分享本文，
於12/28前抽出3位送出妙管家殺手系列產品一組，一起踏上成為除垢殺手之路⚔️

#除垢殺手專殺頑垢 #全聯",510,7,0,9,3,0,0
1519,"#木曜跨界演唱會
邁向金曲獎的第一步😍Let's go~
來看看未來的六大神曲是怎麼誕生的
演唱會第二集！
https://cbtv.tw/Awakeningep2",2335,15,7,2,1,0,0
1520,"全新 #演唱會周邊商品 出爐囉！！！
購買連結 : https://cbtv.tw/awakeningmerch

演唱會周邊購買須知:
12/16~12/21 演唱會商品 限時預購賣場分為兩種 : 『網路寄送』，及『演唱會現場領取』。
※『網路寄送』賣場僅限台灣地區，不包含海外。
※ 購買A組商品的粉絲，將於1/6(四)直播抽出15cm典藏版-蛙丸公仔得主。

【預購商品 領取注意事項】
1. 12/25~12/26 現場周邊商品將分為『預購領取』及『現場販售』兩個區域。
2. 預購領取及現場開放購買時間：中午11:00~14:30 (時間以現場實際狀況為準)。
3. 預購商品請於活動當日請持『身分證』並提供訂貨及領取人姓名、電話號碼以領取預購商品。
※如未出示身分證則不可領取。
4. 完成取貨後，除非瑕疵品，恕不接受退換貨。
5. 現場不提供提袋，請自備購物袋響應環保。
6. 現場周邊商品將販售木曜4超玩官方周邊，品項將公告於麥卡貝電視粉絲專頁。
※ 當日將於台北流行音樂廳前廣場放置預購領取、現場周邊商品販售之排隊位置起始線，請依照工作人員指示及現場告示動線整隊。
※ 不接受提前排隊。

【現場周邊商品 販售注意事項】
1. 現場販售以『現金』和『LinePay』付款為主，不接受其他付款方式。
2. 實體購買無法享有網路鑑賞期，請於現場確認商品是否有瑕疵、缺件等情況，立即反映可在現場直接更換。
3. 現場不提供提袋，請自備購物袋響應環保。

◎主辦單位有權因故取消或更動周邊販售內容，所有販售訊息皆以麥卡貝電視及華貴娛樂官方公告為主。",746,4,1,0,1,0,0
1521,"今天的演唱會第二集內容太精彩太豐富啦～
麥卡貝直播提早，晚上20:30開始哦！
https://fb.watch/9WIPPRUvRu/

晚上2030 [麥卡貝直播]
https://cbtv.tw/Muyao",508,6,0,2,1,0,0
1522,"有沒有聽錯？刷！掉！一！組！
果然珊妮公主一出手，就是嚴格把關😬

#演唱會第二集本周登場
#期待這次的名曲誕生
-
║12/16 (四) 晚上2030👉 [麥卡貝直播] https://cbtv.tw/Muyao
║12/16 (四) 晚上2330👉 [YT首播] 剪輯偶像比列🤙
-
━━━━━━━━━━━━━━━
#木曜小物熱賣中
➤麥卡貝官方商城：https://shop.camerabay.tv/
➤蝦皮賣場：https://shopee.tw/muyao4.store
━━━━━━━━━━━━━━━
邰智源 邰邰的第一個家
林柏昇 KID
謝坤達(KunDa)唯一官方粉絲專頁
黃于恩 溫妮
泱泱 LYNN
阿部瑪利亞",2651,20,4,25,34,0,2
1523,"阿部桑的新MV這周即將露出？！
木曜團隊搶先看，反應超熱烈🔥😍😍
https://youtu.be/JxGVjercv60

#萬眾矚目
#アブナイ... #戀愛警報
#什麼時候mv可以出國拍呢

阿部瑪利亞",1416,11,0,118,6,0,0
1524,美味不需要多說！🍜 大家有去留言抽獎嗎？👉 逛逛麥卡貝,391,6,0,0,1,0,0
1525,"一個咖啡王、一個料理王
就說絕對沒有ＳＥＴ嘛～實至名歸

月曜頻道高畫質👇
https://youtu.be/ylg5jl6MPPk",975,5,0,37,1,0,0
1526,"打一下換搖滾區真的賺大了
來～麻煩發票寄過去！
-
一日時裝設計師 in 臺北時裝週
👉https://cbtv.tw/FashionWeek
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
謝坤達(KunDa)唯一官方粉絲專頁",5009,44,7,1237,13,2,1
1527,"沒錯！94這麼剛好有位男模不行XD
才有達哥的走秀初體驗RRRR
🎉
-
一日時裝設計師 in 臺北時裝週
👉https://cbtv.tw/FashionWeek
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
謝坤達(KunDa)唯一官方粉絲專頁",1929,4,0,306,2,0,0
1528,"賽門登場後的第一個任務
就這麼慢(ㄕㄨㄤˇ)沒問題嗎？
#老汪老師要崩潰了😂
-
一日時裝設計師 in 臺北時裝週
👉https://cbtv.tw/FashionWeek
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家",1956,10,2,360,2,0,0
1529,"【Major made.】Mavis*瑪菲斯 禦寒北極絨登峰外套 真的超保暖!!
還不快買起來~ https://pse.is/3vwh3b
輸入木曜專屬折扣碼 : muyao4dec
可立即折抵$100優惠！

這件不只防風防潑水還可以耐水壓，防水拉鍊讓你臨時下雨也不怕😍
重點消光布料質感超好，現在買還有送贈品
👉🏻防滑地墊、防水提袋、實木衣架、證件掛繩 (詳情請見官網說明)
#暖到心坎裡 #MAJORMADE #禦寒北極絨登峰外套",1030,21,0,1,3,0,0
1530,"丹尼船長米米花，團購美食第一名，眾多Youtuber 好評推薦！
採用台灣米製作而成的米的爆米花，非油炸，不卡牙！是你從來沒吃過的新奇口感！

木曜4超玩專屬折扣優惠代碼：muyao4
不限消費金額現折$50！！
使用期限為：12/9-12/23
優惠倒數中：https://captaindanny.cc/Muyao4

#丹尼船長 #米米花 #米的爆米花",1257,19,1,105,0,0,0
1531,"‼️🥺毛怪們不要看
邰哥和瑪利亞桑的甜蜜新居(?)～🐛合
599萬賀成交！紅布條拉起來🔥
https://youtu.be/iefbzuEQBSE

捷運A7站．18-26坪 大亮 · 泊STAY SHINY
☑️70種以上室內地板、櫥櫃等選品任挑
☑️全套BOSCH廚具、BOSCH洗碗機
☑️TOTO全自動馬桶、Hansgrohe定溫龍頭
☑️2房不用700萬‼️4X萬就簽約🥺工程期月付1萬起

還有禹連泉設計的半露天泳池👙斯勾以～～～～～
快上inline預約參觀🥺➡️ https://reurl.cc/73amdy
📍google導航🔎大亮．泊showroom

#大亮泊 #大亮建築 #選品概念宅 #捷運A7站",1216,10,0,9,1,0,1
1532,"嘿～賽門回來了!!
邰智源跟坤達要去臺北時裝週走秀!!
〔現正首播中〕
一日臺北時裝週feat. 設計師汪俐伶
https://cbtv.tw/FashionWeek",1531,9,2,7,0,0,0
1533,#東京豚骨拉麵 🍜抽起來！！👉👉 逛逛麥卡貝,359,3,0,1,0,0,0
1534,"阿公化身＂西蒙～＂亂入臺北時裝週
不過說到走秀，達哥當然也要來帥一波
-
║12/09 (四) 晚上2100👉 [麥卡貝直播] https://cbtv.tw/Muyao
║12/09 (四) 晚上2330👉 [YT首播] 佳君💜
-
━━━━━━━━━━━━━━━
#木曜小物熱賣中
➤麥卡貝官方商城：https://shop.camerabay.tv/
➤蝦皮賣場：https://shopee.tw/muyao4.store
━━━━━━━━━━━━━━━
邰智源 邰邰的第一個家
謝坤達(KunDa)唯一官方粉絲專頁",1599,10,0,29,5,0,0
1535,好康追起來👉👉 逛逛麥卡貝,498,4,0,0,1,0,0
1536,"臺北最high新年城跨年晚會卡司公布！！！
六大金剛除了搭檔LULU擔任晚會主持人之外
還比照演唱會規格準備了開場表演😲
最終卡司名單也由告五人一一揭曉完畢
這麼華麗的陣容不到現場共襄盛舉太可惜啦😁❤️

臺北2022跨年晚會真的誠意滿滿
要讓全世界的觀眾擁有最震撼的視覺與聽覺饗宴！
https://www.newyear2022.taipei/

#麥卡貝網路電視將同步轉播跨年節目
#臺北最High新年城2022跨年晚會 #勇敢
#暫停過後勇敢往前",6069,55,6,1,8,0,0
1537,"不需要79979！
木曜2022多功能桌曆快來入手吧❤️
－
➤麥卡貝官方商城：https://shop.camerabay.tv/
➤蝦皮賣場：https://shopee.tw/muyao4.store
━━━━━━━━━━━━━━━
月曜頻道高畫質👇
https://youtu.be/f1FfPac5pBE",1056,14,1,2,1,1,0
1538,"茄子蛋確定會在臺北跨年晚會登台🎉
木曜身為主持人一定會好好照顧的啦

#究竟會不會有金沙杏鮑菇
-
下班去吃飯-茄子蛋👉https://youtu.be/Gwbe-Lb0Qoc
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
EggPlantEgg 茄子蛋",1650,8,4,9,1,1,0
1539,"新單曲 ""邰哥比我們想像的偉大""
感覺會出現在頒發終身成就獎XD
-
下班去吃飯-茄子蛋👉https://youtu.be/Gwbe-Lb0Qoc
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
EggPlantEgg 茄子蛋",1701,6,2,28,0,0,0
1540,"就欣賞茄子蛋！
大聲說出來想跟誰合作啦😎
-
下班去吃飯-茄子蛋👉https://youtu.be/Gwbe-Lb0Qoc
＝＝＝＝＝＝＝＝＝＝＝
邰智源 邰邰的第一個家
EggPlantEgg 茄子蛋",6145,25,4,234,1,1,2
1541,"台灣Pay陪你夜市商圈走透透👣👣
夜市商圈用台灣Pay輕鬆又方便！
店家省了找零的手續，而且優惠多到爆炸

🍡享樂寧夏夜市、水源市場
🚗暢玩北海岸、台南、台中彰化、花蓮、宜蘭、新竹、金門商圈
🔥指定銀行再享2%等值紅利點數回饋
🔥單筆消費滿168元、即可抽現金800元
🔥五倍券綁台灣Pay累積消費滿額還可抽現金100萬元

👇活動詳情請見台灣Pay官網👇
https://lihi1.cc/h2QIM

💗出門消費台灣Pay，台灣Pay跟台灣人最Pay 💗
#QRCode共通支付標準 #振興券 #五倍券
#數位綁定最優惠 #振興五倍券就綁台灣Pay
#台灣Pay跟台灣人最Pay",1134,3,1,208,1,0,1
1542,"猜猜家寧手上的聖誕禮物是什麼🎁 （提示：很高級、千年後用的到😅）
留言區看影片👇🏻

#眾量級 #眾量級crowd #白目聖誕禮物 #聖誕節 #聖誕交換禮物

Andy老師家寧+0",1151,2,1,5,0,0,0
1543,我們的聖誕禮物收到一台高級賓士！？,1692,2,0,14,2,0,0
1544,"你們收過什麼最難忘的聖誕交換禮物 ? 看完這集 你會有新選擇😂
http://yt1.piee.pw/3usv6f

#聖誕節年末交換禮物 #聖誕節 #眾量級CROWD",657,2,1,0,0,0,0
1545,"聽說在這邊合照的人都會變聰明 你相信嗎？😂
Andy老師家寧+0
#眾量級crowd #台南孔廟 #情侶照
#我要變聰明",7181,36,1,19,3,0,0
1546,"這張圖片 適合下什麼標題？😂
Andy老師家寧+0展榮展瑞 K.R Bros

#眾量級crowd #夜間幽會 #狗仔直擊",1581,8,0,2,0,0,0
1547,"當一對男女一起去看夜景🌃
你認為是戀愛的什麼階段？
「戀愛初期」「熱戀時期放」「冷卻時期」「成熟時期」
Andy老師家寧+0

#眾量級 #眾量級crowd #夜景 #仙境wonderland",4028,17,1,1,1,0,0
1548,"果然女友很喜歡我突然這樣😂
Andy老師家寧+0

#眾量級crowd #撩妹 #情侶",1894,11,1,242,2,0,0
1549,"我們的感情似乎出現了第三者🧐
Andy老師家寧+0阿滴英文

#眾量級crowd #眾量級 #第三者",11499,43,5,273,5,1,1
1550,"拍攝完聖誕交換禮物企劃🎄🎁
你們最期待我們跟誰換到禮物？😁

#眾量級 #眾量級crowd #聖誕節 #聖誕交換禮物",1749,8,0,2,1,0,0
1551,"徵選長得像家寧企劃
名單出爐啦～～～📋🔥（大家記得查看信件💌）

感謝大家踴躍用美美投稿的妳們來轟炸我們
截止日的這天 我們通知依然未停過🥺

經由團隊艱難的抉擇之下 最終我們選出
四位美人兒💕 ”你們準備接招啦😆，記得查看信箱📪進行下一階段的確認喲”（小提醒：若未在時間內確認會由候補人選進行確認！）

未選中的別氣餒未來我們還是會有其他企劃🙌🏻（拭目以待😎）

最後，容許我們致上最真誠的謝意！由衷感謝大家這次的報名參與🙇🙇‍♀️
謝謝你們",1664,7,1,1,0,0,0
1552,"徵！覺得最像家寧的人👧
👇🏻只要你自認為符合以下條件👇🏻
1. 身份為學生或社會人士
2. 長得超像家寧（眼睛像佳）
3. 知道眾量級CROWD、家寧是誰
-
👇🏻參加方式在這邊👇🏻

1. 會分成初階及進階拍攝
初階拍攝地點於台北市區，拍攝日期為110/12/08（三）下午時段
進階拍攝地點於台北市區，拍攝日期為110/12/15（三）整天

2. 初階參與者皆會提供1,000元車馬費
進階者將會提供6,000元

3. 有意願參與者，請提供你的「完整姓名」「手機號碼」「個人照片」「個人一小段半身影片」「FB帳號」「IG帳號」「簡易自我介紹」「身高體重」，寄信到qunhaient01@gmail.com
*照片及影片需「無濾鏡美顏」喲
＊提供的照片或影片越清楚，越會有機會喔

4. 信件標題：【拍攝報名】我跟家寧長得很像_姓名

5. 收件期間：即日起～12/3(五) 15:00為止

6. 公佈時間：12/04 (六) email 回覆是否確認參與拍攝

來來來～一次近距離與我們的接觸就在這時刻
覺得自己像家寧或身邊朋友有像家寧的捧油們～直接報名下去啦
ok check it out !",3765,8,1,38,9,0,1
1553,"首度曝光！我們的新工作室開箱！【VLOG生活特輯｜眾量級CROWD】
Andy老師 家寧+0",5261,38,5,26,4,2,1
1554,"誰跳舞跳的最不開心😂

Andy老師
家寧+0
展榮展瑞 K.R Bros
阿滴英文

#眾量級crowd #舞蹈",3069,12,0,47,1,0,2
1555,我們的寶貝離開了...【眾量級CROWD】,14462,85,276,13,38,3264,130
1556,"誰跳的最魔性😂

Andy老師家寧+0展榮展瑞 K.R Bros阿滴英文
#眾量級crowd #舞蹈 #dance",9090,57,4,78,2,1,0
1557,"Andy老師 家寧+0
可以讓我們曬一下嗎😎
（🕶️自取……😂）

#這群台南台女
#觀夕平台
#台南景點
#情侶穿搭
#眾量級
#眾量級crowd
#眾量級andy #眾量級andy",21738,145,5,3,4,0,2
1558,"出發的方式不同
但目標相同
還是能成功抵達

有時候不必太執著過程
只要自己舒服、快樂就足矣

#這群台南台女
#宇宙圍繞你
#湧福驛站海潮館
#這群人
#阿滴
#黃氏兄弟
#魚乾
#眾量級

Andy老師 家寧+0 這群人 TGOP 展榮展瑞 K.R Bros 這群人 董仔 這群人 木星 這群人 石頭 鄭茵聲 Alina Cheng 黃氏兄弟 魚乾 Annie",8750,46,3,1,1,0,0
1559,"這麼甜的舞蹈 不邀請你的朋友來跳嗎？😊
Andy老師家寧+0

#一分鐘戀人 #眾量級 #眾量級crowd #這群台南台女 #舞蹈",1956,25,2,1,1,0,0
1560,"說說這張照片背後故事😂
Andy老師家寧+0阿滴英文

#眾量級 #眾量級crowd #台南景點",5674,33,1,54,1,0,0
1561,"#第三屆走鐘獎

Andy老師 家寧+0
創意無價
時尚由我你定義
-
選一張你最喜歡的照片

Clothes 韓國藝匠 Korean Artiz Studio
Photographer Louis Works
Make up @man_man_wu
Sweetheart @staryen1202

#上班不要看 上班不要看
#第三屆走鐘獎
#韓國藝匠

#眾量級 #眾量級crowd",16117,211,7,1,9,0,0
1562,"真心話大冒險之走鐘獎！邰哥看了家寧胸部！？呱吉收入破500萬嗎！？【眾量級CROWD｜挑戰特輯】
Andy老師 家寧+0",12780,112,18,156,25,15,21
1563,"#走鐘獎
Andy老師 家寧+0
今天我們這身造型還可以嗎？
從選定服裝、試穿修改、討論造型、身上配飾與配件、敲定妝髮師、敲定平面攝影 每個細節我們都不放過只想呈現最好的給愛我們的你們💕
（應該有誠意十足了吧😚）

第一次參與走鐘獎
這次觀禮看了許多新星創作者
除了祝福更多的想說
創作這條路上很過癮 也讓人很上癮
透過影像製作
投射腦中想法
用畫面呈現最真切地狀態

也很謝謝一直喜愛我們的粉絲朋友
未來我們
持續用創作闡述我們的故事
持續用創作記錄我們的生活

最後要感謝❤️
Clothes Korean Artiz Studio
Photographer Louis Works
Make up @man_man_wu

#上班不要看 上班不要看
#第三屆走鐘獎
#眾量級 #眾量級crowd",25752,252,7,3,15,0,0
1564,"昨天的新影片你們看沒？百萬創作者的購物車 竟有這些東西！？(留言區看影片！)
Andy老師 家寧+0",895,5,0,2,0,0,0
1565,"如果未來有見面會，你們希望辦在哪裡呢？！🥰

這次一對一線上見面會看到許多粉絲的報名參與
我們由衷充滿感恩與溫暖

即便素未謀面的我們
第一次見面
也能感受到熱情如火的你們
雖然每個見面的時間非常的短暫
但是…
你們是真的
感受是真的
那瞬間的美好也是真的

你們對我們說的每一句話語、每一個文字
都將轉化為力量

最後，想對你們說：「有你們真好」

#眾量級 #眾量級crowd #眾量級andy #眾量級家寧",1310,15,2,0,1,0,0
1566,"家寧：1跟2哪張的畫面比較和諧？
Nick 周湯豪

#眾量級crowd #wishyouagoodlife",9441,38,6,292,9,0,1
1567,"房間改造成鬼屋 來賓飆罵：再也不敢來了！（中集）【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師 家寧+0 展榮展瑞 K.R Bros",6688,41,10,1425,7,5,8
1568,"兩個字 形容家寧的妝容😈
今天有新影片呀！快去看！
Andy老師家寧+0
#眾量級 #眾量級crowd #恐怖妝容 #萬聖節 #妝容",4436,20,2,14,0,0,0
1569,"把房間改造成鬼屋 男友驚嚇整夜無法就寢！？ 【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「真的會做惡夢😵」 / 家寧+0：「你們期待下一集嗎😆?」",4263,34,3,563,14,1,2
1570,"Andy老師：今天我吃了一顆很甜的糖果，想跟妳的舌頭分享🍬

猜！家寧+0聽完後反應是？😝

#眾量級 #眾量級crowd #大稻程碼頭 #大稻程 #情侶照",5688,33,1,6,1,0,0
1571,"體驗如何成為億萬富翁？原來這幾步驟90%的人做不到! ?【眾量級CROWD｜挑戰特輯】
Andy老師：「這挑戰真不容易 還好有我的神隊友Samsung Galaxy Tab S7 FE加持✨」 / 家寧+0：「你們的早晨儀式是什麼呢 ?」",1311,8,2,29,3,0,0
1572,"想與我們一對一視訊對話嗎？機會來啦！！！！
這次受到YouTubeFanFest的邀請，一起舉辦【線上粉絲見面會】
見面會時間：11月6日 20:00 ~ 22:00
大家趕快點選下方連結填寫報名資訊，名額有限！！！

【👇👇👇報名鏈結👇👇👇】
https://www.chatalyze.io/ytff-crowd520

我們11/6不見不散😊 Andy老師 家寧+0
#YTFF見面會 #粉絲見面會",1307,4,1,0,2,0,0
1573,"女友台語模仿八點檔劇情 全程爆笑！你們聽得懂幾句？#04模仿八點檔篇【挑戰特輯｜眾量級CROWD】
Andy老師 家寧+0",2419,6,3,485,3,1,4
1574,"1-6 你最喜歡哪一張？❤️

Andy老師家寧+0

#眾量級 #眾量級crowd #情侶照 #淡水景點",5347,47,1,1,0,0,0
1575,"【情侶去觀光景點該怎麼拍？】
收藏起來！紀錄與你的另一半美好瞬間🤩（哥們、閨蜜都適合❤️）
Andy老師家寧+0

#眾量級crowd #眾量級 #觀光景點該怎麼拍 #情侶拍照",3015,31,4,3,1,0,0
1576,"好友聚餐拒當低頭族 @你的朋友High起來！
Andy老師 家寧+0 展榮展瑞 K.R Bros 黃氏兄弟

#眾量級crowd #dance",31742,711,43,293,22,2,3
1577,地震 你們還好嗎？,3061,11,3,2,11,3,0
1578,"Are you ok？😉
Andy老師
家寧+0
黃氏兄弟
許凱皓 LockingJack

#眾量級crowd #areyouok",7503,43,5,74,3,0,0
1579,"隨機滑抖音挑戰！這個動作也太刁難了吧！？ep 3【眾量級CROWD｜Challenge挑戰特輯】
Andy老師 家寧+0",2486,20,3,108,1,1,4
1580,"衛生紙挑戰 我們誰是最後贏家？
Funny Toilet paper challenge！
Andy老師家寧+0",2794,11,1,429,1,0,0
1581,"情場高手絕技 想不到吧😂
Andy老師家寧+0
#眾量級 #眾量級crowd #撩妹高手",4923,75,12,897,5,0,2
1582,"這個影片 你絕對想不到結局😂
Andy老師家寧+0

#眾量級crowd",2618,1,4,1049,11,1,0
1583,"機車與男友在郊區出意外 女友徒步牽數十里 結果竟是！？【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師 家寧+0",1587,8,2,210,5,5,2
1584,"沒在騙的，全部一次成功！快誇我們😎
Andy老師家寧+0
#眾量級 #眾量級crowd #沒靠剪輯的 #看別人玩也想玩",5621,12,12,2966,11,2,10
1585,"Andy：這個結局不是我想要的😭
Andy老師 家寧+0

#眾量級 #眾量級crowd",3129,10,0,1185,1,1,0
1586,"Andy：為什麼在妳旁邊感覺臉變大了
你們覺得是我臉變大了，還是家寧臉變小了🤨

#雙十快樂 #眾量級 #眾量級crowd",3412,23,1,7,2,0,0
1587,"挑戰24小時躲在衣櫃上 女友慘遭昆蟲砸臉 瞬間爆氣！！！【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師 家寧+0",3666,25,9,719,12,10,10
1588,"跟朋友玩打賭遊戲，用這招一定贏😂
知道問題出在哪嗎？
Andy老師 家寧+0

#眾量級 #眾量級crowd #打賭遊戲",1936,10,1,336,3,0,0
1589,邀請大家參加一個超多好康的派對！,1142,149,9,16,9,2,1
1590,"台版魷魚遊戲 這樣玩超刺激！@你朋友一起來玩
Andy老師 家寧+0

#魷魚遊戲",1758,5,0,368,0,1,0
1591,"惡整！挑戰24小時偷叫外送給男友 男友精神崩潰怒吼！？【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師 家寧+0",12299,101,18,2345,20,11,33
1592,"事不過三 兵不厭詐 這就是整人😈
P.s話說我都還沒打開就嚇到是怎樣🤨
Andy老師 家寧+0

#眾量級crowd #眾量級 #prank #情侶",2404,12,2,302,0,0,0
1593,"惡整！聘請世界泰拳冠軍操練 男友被放倒拿出內褲投降！？【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「""泰""累了...」 / 家寧+0：「很操！大家可以去試試看😢」",1486,7,2,68,2,1,3
1594,"情侶寵溺照這樣拍 甜度爆表！💏
Andy老師 家寧+0

#眾量級crowd #情侶照 #情侶寵溺照 #拍照教學",5197,92,5,14,8,2,0
1595,"揭開不為人知的秘密！菜市場竟挖到要價４千衣服！？ 【眾量級CROWD｜情侶實測特輯】
Andy老師：「穿出去回頭率超高😎」 / 家寧+0：「菜市場的秘密摺學就在這！」",2248,15,1,21,3,1,2
1596,被震醒 你們還好嗎？,6689,17,6,19,34,9,1
1597,"偷窺女友求學舊照 竟發現與""他""開房照！？【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「底下留言看更多家寧舊照👇」 / 家寧+0：「🤬🤬🤬」",2748,24,4,88,6,3,3
1598,"中秋節快樂！！！🥮🌕👩🏻‍❤️‍👨🏻
祝各位
月圓 人圓 事事圓
心順 意順 樣樣順
Ps.小心❗️第三張怕你餓…😋

Andy老師 家寧+0

#中秋節 #中秋節快樂 #眾量級 #眾量級crowd",9276,64,5,5,1,0,0
1599,"下次想這麼拍😎🤩（第一個想到的人 讓他知道）
高甜蜜情侶照！下次去電影院就這樣拍吧🥰
Andy老師 家寧+0

#電影院拍照 #電影院 #情侶",1707,15,0,2,1,0,1
1600,"PRANK！騙膽小男友去電影院看恐怖片 男友嚇慘整個跳起來！【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「差沒嚇尿而已😱」 / 家寧+0：「🤣🤣」",1635,13,2,62,4,0,1
1601,"次新影片 是獵人抓兔子🐰 還是兔子抓獵人🏹️？
新片上映拉 跟蹤女友企劃！點留言區觀看快（抓包？
Andy老師 家寧+0 蔡瑞雪

#眾量級 #眾量級crowd #射箭",2588,11,1,9,0,0,0
1602,"男友喬裝吉祥物做出誇張行徑偷吃豆腐 女友會發現嗎？（下集）【眾量級CROWD｜PRANK互整情侶特輯】
Andy老師：「抓包了齁🤬」 / 家寧+0：「怎麼是你！！！」",2002,15,2,52,4,3,4
