,page,id,text,like,love,care,haha,wow,sad,angry
1795,debatelo,482478439900615,盧秀燕讚台中還債億萬台中市長胡志強缷任時市民平均債務是元而林佳龍只做短短一屆竟將每人債務增加將近每人平均舉債元林佳龍大灑幣執政到了第三年就讓台中加入負債千億俱樂部民脂民膏隨意揮霍台中市民債台高築幸好有盧秀燕市長替大家把關從就任以來人均負債繼續減少盧市長嚴守財政紀律幫台中還掉了億萬之多有建設還能還債盧市長讚而高雄市從謝長廷擔任市長之後舉債一路攀升明年的負債總額高達億元平均每位市民負債萬元陳其邁市長要求國營事業贊助建設費用但明年卻還是要再舉債億元如此惡性循環長期而言將限制城市的發展他山之石可以攻錯在財政紀律上陳其邁不妨向盧秀燕學一學,64034,342,322,52,47,1,8
1796,debatelo,481991506615975,項莊舞劍志在沛公加油保重,3580,6,17,573,97,18,55
1797,debatelo,481854729962986,韓先生來敲門收到書了先睹為快,34177,156,182,31,18,3,5
1798,debatelo,481110200037439,在公里謝票之前好好的大修大檢身體安排全身健康檢查其實年初就該排了但因為太忙一延再延前一陣子真的有點操勞過度希望今天的檢查順利檢查報告可別太難看啊,33392,225,4531,21,9,0,2
1799,debatelo,481048276710298,起個清早搭個公車看看台北也蠻不錯大家早安啊,21806,84,241,7,4,0,2
1800,debatelo,480691060079353,總統眉頭深鎖問預言家這個國家一直在停電何時才能不停電預言家年前停電會一直發生總統眉頭一開問那年後呢預言家年後大家就習慣了當停電成為事實習慣就是義務,18680,33,94,5307,625,193,106
1801,debatelo,480645393417253,剛剛看了一段由北一女高一生們帶來的帶動唱比賽影片其中一位全盲的女學生林立翧也參加了比賽自信舞動的身影真的讓人感動林立翧同學加油,17409,225,258,4,5,2,1
1802,debatelo,480504373431355,高雄酒駕肇事致死全台第一這就是陳其邁的高雄政績高雄發生嚴重酒駕事件肇事者衝撞一家四口媽媽不幸死亡陳其邁市長再度震怒但大家知道嗎根據道安資訊網統計今年月酒駕肇事致死與去年相比高雄是六都死亡最多的城市高雄市死亡人數人與去年相比增加人總死亡人數是六都最高與桃園台南並列增加死亡人數也是都最高與桃園並列這不正是治理能力的表現嗎相較於台中和新北和去年同期相比台中減少人六都減少最多新北無增減以總死亡人數來看新北和去年一樣是人六都最低不要忘了新北市有萬人口而高雄市只有萬高雄人口只有新北不到死亡人數卻是新北的將近倍陳其邁是否該好好向盧秀燕侯友宜請益如何減少酒駕肇事保障市民的生命安全路燈管不好現在連酒駕都管不好高雄人的命也是命希望陳市長可以為高雄市民的生命安全多努力一點,6989,6,15,50,163,196,1438
1803,debatelo,480096796805446,白天灰濛濛晚上黑漆漆政府是想打造高雄漆黑城市嗎昨天高雄多區的道路才停燈今天鳯山道路又停燈也不是我們挑剔連著兩天路燈罷工要嘛是電力供應出問題要嘛是螺絲掉滿地不當一回事這樣的治理能力是不是該好好檢討一下總不能因為媒體都不報導就讓高雄馬路天天黑漆漆吧謝謝高雄市議員李雅靜為高雄市民喉舌照片來源李雅靜臉書,19315,35,120,3539,594,95,110
1804,ETtodaySTAR,4785844454845689,來我們謝謝鳳小岳精心給的提示還要大家教他迴避問題明明自己就做得很好啊🤣珊迪華燈江瀚不怕被罵渣男鳳小岳提供兇手線索全場驚呼華燈初上鳳小岳,6,0,0,0,0,0,0
1805,ETtodaySTAR,4782922661804535,從太陽穴右邊開到左邊😱😱真的好心疼柯柯甩妮💡星光雲掌握明星大小事,15,0,2,0,2,0,0
1806,ETtodaySTAR,4785651851531616,張女士新的一年確定不考慮少開一點直播嗎珊迪娛樂最快訊👉都在星光雲張蘭,11,0,0,2,0,0,0
1807,ETtodaySTAR,4785674591529342,唱片公司也解釋了鼓鼓轉發文章背後真正的用意😢珊迪娛樂最快訊👉都在星光雲鼓鼓呂思緯,24,0,0,1,0,0,0
1808,ETtodaySTAR,4785710964859038,宇宙不只守備超強在和隊友的合作下攻擊起來也是毫不手軟😍難怪王子邱勝翊會說是多得的男選手啦威🤣珊迪💡星光雲掌握明星大小事全明星運動會宇宙林思宇,290,2,0,2,0,0,0
1809,ETtodaySTAR,4785065801590221,嚇鼠我了愛情來得太快就像龍捲風入戲太深的艾波追星快訊不漏接🔥快載星光雲：賴慧如,53,0,0,0,0,0,0
1810,ETtodaySTAR,4785560844874050,苦苓連太太能不能好好生活都考慮進去😢珊迪娛樂最快訊👉都在星光雲,20,0,1,0,0,2,0
1811,ETtodaySTAR,4785600391536762,這麼用心又細心真的要給拍拍手👏賓客們都要乖乖聽新娘的話遵守穿搭規定啊🤣珊迪⭐你的追星夥伴！星光雲追了嗎🏃‍♀️吳姍儒,82,4,0,0,0,0,0
1812,ETtodaySTAR,4785429401553861,夫妻感情一切都好也感受到好多粉絲的關愛之後也會繼續放閃下去我墨鏡也準備好了啦😍珊迪娛樂最快訊👉都在星光雲宥勝之旅,71,0,0,0,0,0,0
1813,ETtodaySTAR,4785574394872695,這不是蜘蛛人而是豬豬人吧威個三層肉看來這陣子伙食不錯喔🤣珊迪影片授權網友劉人豪吃喝玩樂新寶典🎈快來下載星光雲：,14,0,0,2,0,0,0
1814,ETtodaySTAR,4785449438218524,身為藍隊大家長的錢姐聊到這件事整個很淡定😅珊迪⭐你的追星夥伴！星光雲追了嗎🏃‍♀️全明星運動會錢薇娟,93,0,0,0,0,0,0
1815,ETtodaySTAR,4785522414877893,難道宏宏就這樣洗白成功了嗎🧐珊迪娛樂最快訊👉都在星光雲王力宏,65,1,1,18,2,0,0
1816,ETtodaySTAR,4785361944893940,新的一年新氣象大家都給他衝衝衝啦艾波追星快訊不漏接🔥快載星光雲：全明星運動會,166,0,0,0,0,0,0
1817,ETtodaySTAR,4785179208245547,媽媽們真的辛苦了這個職業比任何工作都要累啊艾波追星快訊不漏接🔥快載星光雲：林可彤,82,0,1,0,0,0,0
1818,ETtodaySTAR,4785295831567218,身為帥哥雷達的光是看小星星這個背影就知道長大一定是大帥哥啦艾波追星快訊不漏接🔥快載星光雲：陳妍希,50,0,0,0,0,0,0
1819,ETtodaySTAR,4785379128225555,突然宣布頻道要停更原來是創作碰到瓶頸沒關係給自己充電休息一下再重新出發💪艾波美麗妄娜突宣布頻道停更決定離開台灣沒什麼人喜歡我美麗妄娜,86,0,0,0,0,1,0
1820,ETtodaySTAR,4785258888237579,女鵝媽咪貼心的小棉襖啊有這麼體貼的孩子一定很欣慰艾波星事你最懂快下載星光雲黃小柔,22,0,0,0,0,0,0
1821,ETtodaySTAR,4785328051563996,穿起來輕鬆自在冬天也更溫暖👍艾波星事你最懂快下載星光雲,4,0,0,0,0,0,0
1822,ETtodaySTAR,4785343358229132,閃這一波的意思是好是要近了嗎😍艾波星事你最懂快下載星光雲鳳梨吳泓逸,320,0,0,0,0,0,0
1823,ETtodaySTAR,4785323491564452,有網友比對之後還說這件事的真相可能有四種版本搞得我好亂艾波王力宏💔李靚蕾離婚更多報導▶️,215,0,0,17,5,0,1
1824,ETtodaySTAR,4785360351560766,這訊息來得太突然了明明還這麼年輕的艾波看更多韓娛資訊🇰🇷都在星光雲：雪降花金美秀,50,0,0,0,9,6,0
1825,ETtodaySTAR,4785298524900282,原來被狗仔拍到的那天是在過生日呀😍艾波追星快訊不漏接🔥快載星光雲：謝盈萱,20,0,0,0,0,0,0
1826,ETtodaySTAR,4785217818241686,我就想問這個飯也可以把各種餐廳觀察的這麼透徹要不要這麼專業艾波追星快訊不漏接🔥快載星光雲：影片授權鼻妹的廢話亂畫觀看更多,34,0,0,1,0,0,0
1827,ETtodaySTAR,4785277824902352,為了小孩江宏傑還是有跟福原愛聯絡艾波星事你最懂快下載星光雲江宏傑福原愛,102,0,0,0,0,0,0
1828,ETtodaySTAR,4785183184911816,高山峰表示我是誰我在哪裡艾波星事你最懂快下載星光雲高山峰,23,0,0,0,1,0,0
1829,ETtodaySTAR,4785235398239928,先不管成績如何相信在節目裡的每一位藝人都是拚全力想展現自己最好的一面為團隊努力付出的💪艾波全明星藍隊隊長爆不合小春開罵挨轟情勒胡宇威經紀人發聲全明星運動會小春鼓鼓胡宇威,63,3,0,0,0,0,0
1830,ETtodaySTAR,4785197114910423,晨神的金句女性無論幾歲都要重視自己的感受艾波星事你最懂快下載星光雲林依晨,53,1,0,0,0,0,0
1831,ETtodaySTAR,4785164004913734,被問知道兇手後的震驚程度鳳小岳是這樣說的艾波最新最快追劇資訊⚡都在星光雲→鳳小岳,87,0,0,0,0,0,0
1832,ETtodaySTAR,4784942601602541,沒關係啦凡事都有第一次學經驗學經驗艾波星事你最懂快下載星光雲米砂,91,1,0,1,0,1,0
1833,ETtodaySTAR,4782808715149263,辛苦把自己埋在沙灘裡只為了這短暫的快樂這群男生們就是這麼純無真聊🤣🤣甩妮授權最新最快追劇資訊⚡都在星光雲→,155,0,2,91,1,0,0
1834,ETtodaySTAR,4785117911585010,各位各位炎亞綸現在也是星爸了歡迎大家敲通告喔威艾波星事你最懂快下載星光雲,4918,53,4,24,6,0,1
1835,ETtodaySTAR,4784993074930827,欸怎麼這麼突然在文章裡面也提到了沒有參加上次走鐘獎的原因艾波追星快訊不漏接🔥快載星光雲：美麗妄娜,386,0,0,7,1,2,0
1836,ETtodaySTAR,4784693981627403,天菜鵝子出了俏皮四格自拍照艾波星事你最懂快下載星光雲林瑞陽林禹,24,0,0,0,0,0,0
1837,ETtodaySTAR,4785017998261668,喔摸喔摸最愛的喬傑立女團合體惹😍是我的青春啊艾波追星快訊不漏接🔥快載星光雲：七朵花屈旻潔邱緯芬趙小僑官方粉絲專頁陳喬恩賴薇如,159,0,0,0,0,0,0
1838,ETtodaySTAR,4785027528260715,裡面提到聲明都是他獨自寫的而且團隊原本要他直播這次蕾神會出來說話嗎艾波王力宏員工曝妹裸照真相揭小時蕾宏大戰內幕王力宏💔李靚蕾離婚更多報導▶️,52,0,2,13,1,0,0
1839,ETtodaySTAR,4784968141599987,抗癌的路上肯定很辛苦但歐膩一定要加油💪艾波看更多韓娛資訊🇰🇷都在星光雲：朴素丹,129,1,41,0,0,0,0
1840,ETtodaySTAR,4784938114936323,就算沒有我也沒關係我就好好緊跟著這些生肖的朋友們沾沾運氣就好聽起來好心酸艾波吃喝玩樂新寶典🎈快來下載星光雲：,25,0,0,0,0,0,0
1841,ETtodaySTAR,4784922464937888,大家覺得呢如果不會被抓包你會偷吃嗎艾波追星快訊不漏接🔥快載星光雲：欣西亞和任翔,14,0,0,0,0,0,0
1842,ETtodaySTAR,4784837008279767,來來來午休除了喘口氣以外來賺一波好康艾波追星快訊不漏接🔥快載星光雲：,6,0,0,0,0,0,0
1843,ETtodaySTAR,4784762748287193,所以是綠茶婊本人還跳出來指熊熊是綠茶這種朋友真的要小心艾波追星快訊不漏接🔥快載星光雲：熊熊,210,1,0,2,3,0,0
1844,ETtodaySTAR,4784898418273626,經紀人表示如果聽過完整訪問內容就不會有如此誤解艾波追星快訊不漏接🔥快載星光雲：全明星運動會胡宇威,799,0,1,4,1,0,1
1845,ETtodaySTAR,4784887998274668,🔥聲林之王殘酷賽制第三輪支持你最愛的導師選手組合送你和聲林之王,19,0,0,0,0,0,0
1846,ETtodaySTAR,4784755258287942,欸不要醬該打的疫苗還是要乖乖打啦各位艾波更多歐美明星資訊⭐都在星光雲👉,20,0,1,3,3,0,0
1847,ETtodaySTAR,4784846121612189,你以為明星的小孩就不追星嗎追起來嚇死你艾波追星快訊不漏接🔥快載星光雲：吳宗憲吳姍儒,127,0,0,1,1,0,0
1848,ETtodaySTAR,4784515234978611,不喜歡拍續集的導演卻拍了三部金牌特務就知道他有多愛這系列偶也很愛❤️英國腔真的太好聽了艾波獨馬修范恩親解金牌特務爭論太愛金士曼很難不拍下去,27,0,0,1,0,0,0
1849,ETtodaySTAR,4784689411627860,呼叫小編既然下架的話可以先預告新世紀福爾摩斯什麼時候還會再上架嗎艾波最新最快追劇資訊⚡都在星光雲→,59,0,0,0,2,8,0
1850,ETtodaySTAR,4784726228290845,謝和弦阿扣要從政的目的十分地顯而易見艾波追星快訊不漏接🔥快載星光雲：,147,0,0,33,2,0,0
1851,ETtodaySTAR,4784503038313164,小朋友也太純情太口愛了吧啊但是裝水的時候給我好好拿啊廚房姨母看到你把水灑了一地心會很累艾波看更多韓娛資訊🇰🇷都在星光雲：邪惡與瘋狂魏嘏雋李棟旭,134,2,0,31,0,0,0
1852,ETtodaySTAR,4783547361742065,有些穿過的二手衣大家連買都不想買她直接當成福利都可以賣出破千的價格😆甩妮🌟追蹤星光雲📱看更多即時娛樂新聞長瀨昆妮日文女神,77,3,0,0,0,0,0
1853,ETtodaySTAR,4784629654967169,是在演藝圈已經看破紅塵了嗎艾波星事你最懂快下載星光雲賴冰霞,88,0,1,0,0,0,0
1854,ETtodaySTAR,4784486778314790,好期待這場世紀婚禮喔😍已經可以想像現場會有多星光閃閃了艾波追星快訊不漏接🔥快載星光雲：許瑋甯邱澤,449,2,0,0,0,0,0
1855,ETtodaySTAR,4784491621647639,從來沒看過賀軍翔把偶像包袱丟得這麼徹底過模仿無尊的部分重播遍都看不膩到底速隨速隨把我們帥哥的搞笑潛能給激發出來的艾波賀軍翔下面沒穿開直播掀暴動露牙齦模仿無尊超爆笑賀軍翔無尊,282,0,0,45,0,0,0
1856,ETtodaySTAR,4783037491793052,在這種時候千萬不能大意啊😱大家也請好好保護好自己好嗎甩妮💡星光雲掌握明星大小事鍾明軒,14,0,0,0,1,0,0
1857,ETtodaySTAR,4784476221649179,看起來瑋甯今年的行程也是滿滿滿啊拍戲不間斷艾波追星快訊不漏接🔥快載星光雲：許瑋甯,50,0,0,0,0,0,0
1858,ETtodaySTAR,4784473161649485,謝盈萱打包熟男回家過夜親密互動被拍單身年爆熱戀,1479,22,2,4,8,0,0
1859,ETtodaySTAR,4783443625085772,現在和對方同隊應該覺得很慶幸吧尤其兩個人在美式躲避球的比賽中都是戰將早已變成很要好的隊友了😍甩妮王子承認錄全明星前有不想同隊的人揭原因同組後想法全變了全明星運動會王子邱勝翊,352,2,2,0,0,0,0
1860,ETtodaySTAR,4784463431650458,吼由就算只是兩人模糊的背影還是覺得好甜好甜艾波星事你最懂快下載星光雲邱澤許瑋甯,265,1,0,0,0,0,0
1861,ETtodaySTAR,4783607621736039,賀軍翔從偶像劇男神變藍隊隊長之後怎麼也把偶包丟掉啦🤣🤣甩妮星事你最懂快下載星光雲,95,0,0,7,0,0,0
1862,ETtodaySTAR,4783551255075009,也是要身材夠好才能拍出這樣的美照甩妮💡星光雲掌握明星大小事林采緹,45,0,0,0,0,0,0
1863,ETtodaySTAR,4783558441740957,同是藍隊一家親大家都是勇士們呀💪💪甩妮🌟追蹤星光雲📱看更多即時娛樂新聞鼓鼓呂思緯,108,0,0,0,0,0,0
1864,ETtodaySTAR,4783472395082895,他會做這些事其實都是因為家人再次由衷佩服他甩妮更多歐美娛樂星聞⚡都在星光雲基努李維,147,10,0,0,0,0,0
1865,ETtodaySTAR,4782674738495994,遇到這種事很多人第一時間一定都想幫自己的小孩😢但面對其他小孩和家長又是一個難題甩妮💡星光雲掌握明星大小事夏如芝,5403,15,8,1,9,0,0
1866,ETtodaySTAR,4782764528487015,她就是不老女神啊還有越活越年輕的趨勢呢😍甩妮⭐你的追星夥伴！星光雲追了嗎🏃‍♀️徐懷鈺,53,0,0,0,0,0,0
1867,ETtodaySTAR,4783267775103357,不需要的關係就不必繼續糾纏下去蘇媽媽黑化後說話也變得越來越毒😯甩妮影劇大小事不漏接快來下載星光雲👉華燈初上,57,0,0,0,0,0,0
1868,ETtodaySTAR,4782452131851588,預計會舉辦一場樸實小而美的婚禮🥰🥰魯娜影劇大小事不漏接快來下載星光雲👉朴信惠崔泰俊,68,1,0,0,0,0,0
1869,ETtodaySTAR,4780574062039395,終於又看到姐姐水汪汪又漂亮的眼睛啦不過我的雙眼完全離不開那充滿線條的腹肌餒😍珊迪💡星光雲掌握明星大小事謝金燕,16,0,0,0,0,0,0
1870,ETtodaySTAR,4782007455229389,不是旗安唷魯娜歐摸韓星爆爆必須馬上追起來⭐：我獨自生活朴娜勑,9,0,0,0,0,0,0
1871,ETtodaySTAR,4782056875224447,真的長江後浪推前浪魯娜影劇大小事不漏接快來下載星光雲👉蛋堡,9,0,0,0,0,0,0
1872,ETtodaySTAR,4782131188550349,之後也要好好注意健康啊魯娜歐摸韓星爆爆必須馬上追起來⭐：,21,2,0,0,0,0,0
1873,ETtodaySTAR,4782292128534255,妳不給我就代表你不夠愛我不要因為這句話而做出會後悔的決定啊魯娜影劇大小事不漏接快來下載星光雲👉許藍方博士,61,0,0,3,0,0,0
1874,ETtodaySTAR,4782391405190994,當初離婚時有說不會再婚魯娜影劇大小事不漏接快來下載星光雲👉船越英一郎松下萌子,21,0,0,1,0,0,0
1875,ETtodaySTAR,4782561021840699,王品澔在比籃球對時根本就是得分王啊😍又高又會打球的男森誰能不愛甩妮🌟追蹤星光雲📱看更多即時娛樂新聞,79,0,0,0,0,0,0
1876,ETtodaySTAR,4782741988489269,身心靈都備受折磨甚至一度還想放棄😭這段日子真的走得很辛苦甩妮🌟追星快訊不漏接：新聞雲提醒您請給自己機會自殺防治諮詢安心專線生命線協談專線苦苓,9,0,0,1,0,0,0
1877,ETtodaySTAR,4782494181847383,智希真的很帥氣呢一路以來就是不斷突破自己面對各種挑戰🥰甩妮💡星光雲掌握明星大小事曾智希,2077,21,4,7,7,0,0
1878,ETtodaySTAR,4779951568768311,再怎麼厲害又傲慢的天才醫生回到家還是要乖乖聽老婆的話啦🤣珊迪韓娛快報🇰🇷快下載星光雲金汎,20,0,0,1,0,0,0
1879,ETtodaySTAR,4781829698580498,台詞裡的打拋豬時間也不對魯娜影劇大小事不漏接快來下載星光雲👉華燈初上,12,0,0,0,0,0,0
1880,ETtodaySTAR,4780214512075350,李棟旭會不會太促咪哪裡有這麼帥的臉盆我先去買個起來囤威珊迪韓娛快報🇰🇷快下載星光雲邪惡與瘋狂魏嘏隽韓知車學渷,15,0,0,0,0,0,0
1881,ETtodaySTAR,4782025891894212,小真的很會問耶🤭🤭魯娜影劇大小事不漏接快來下載星光雲👉賈靜雯小徐熙娣,64,0,0,1,0,0,0
1882,ETtodaySTAR,4782046458558822,王彩樺說都尊重小孩的意願魯娜影劇大小事不漏接快來下載星光雲👉王彩樺台灣濱崎步黃于庭,48,0,0,0,0,0,0
1883,ETtodaySTAR,4783142965115838,與其痛苦地活著錢姐還是忍痛決定讓牛奶糖安心離開要做出這決定需要好大好大的勇氣甩妮🌟追星消息都在星光雲👉錢薇娟,346,4,12,0,0,81,0
1884,ETtodaySTAR,4781477081949093,這真的很需要毅力耶魯娜🌟追星快訊不漏接：羅志祥,41,0,0,0,0,0,0
1885,ETtodaySTAR,4783172775112857,其實有時候事情也不是表面上看到的那樣啦😅甩妮🌟追蹤星光雲📱看更多即時娛樂新聞吳婉君,47,0,1,0,0,0,0
1886,ETtodaySTAR,4783270321769769,二弟表示請律師是為了釐清遺囑😶甩妮更多新聞都在星光雲📱→陳松勇,289,0,0,52,8,1,49
1887,ETtodaySTAR,4783321665097968,當刀哥問是誰時小春也不避諱地直接指名😟甩妮🌟追蹤星光雲📱看更多即時娛樂新聞,707,0,1,8,7,0,4
1888,ETtodaySTAR,4783311505098984,各位今年過年除了買紅色衣服螢光色的也要準備啊才有機會像瑤瑤一樣贏了快位數的錢🤣🤣甩妮郭書瑤接百萬代言曝好運字訣過年穿螢光色贏光近六位數郭書瑤瑤瑤,206,4,0,2,0,0,0
1889,ETtodaySTAR,4782535061843295,就算人家是好脾氣也不代表她好欺負酸民們真的先別太過分🙃甩妮🌟追星快訊不漏接：宋智孝,47,0,0,0,0,0,0
1890,ETtodaySTAR,4783231778440290,原本以為這件事告一段落不這個做個小孩又發文了甩妮更多新聞都在星光雲📱→王力宏,351,1,0,37,0,0,2
1891,ETtodaySTAR,4782618475168287,看完這感人的慶生一不小心差點我的老闆🤭甩妮💡星光雲掌握明星大小事黃曉明,92,0,0,0,0,0,0
1892,ETtodaySTAR,4783193961777405,熱論華燈每場戲都在抽菸這角色榮登菸王新聞雲提醒您吸菸有害健康,640,0,1,120,1,0,1
1893,ETtodaySTAR,4782858851810916,曾經因為自己的家務事不斷被討論現在也不想多評論什麼甩妮🌟追星消息都在星光雲👉曾哲貞,43,0,0,0,0,0,0
1894,ETtodaySTAR,4783077981789003,就算不再是夫妻關係他們也還是同為的父母也大方祝福對方在未來能闖出一片天💪甩妮離婚後被問還愛著理科太太嗎理科先生罕見正面給答案理科先生,148,0,0,1,0,1,0
1895,ETtodaySTAR,4783069848456483,尚樺現在還多了一個創意長的身份根本就斜槓女神💘甩妮娛樂最快訊👉都在星光雲蔡尚樺,400,4,0,1,1,0,0
1896,ETtodaySTAR,4782938548469613,除了思佳表達自己的看法本人也有回應了甩妮🌟追星消息都在星光雲👉王思佳成語蕎,84,0,0,0,0,0,0
1897,ETtodaySTAR,4781687405261394,看到兒子自己扣釦子把襯衫塞進褲子當媽媽的人一定很感動魯娜影劇大小事不漏接快來下載星光雲👉徐若瑄,36,0,1,0,0,0,0
1898,ETtodaySTAR,4782912771805524,收到女兒這超的喜帖爸爸心裡除了開心更多的應該是不捨🥺甩妮看更多暖心娛樂新聞💕→吳姍儒吳宗憲,1312,7,1,2,0,0,0
1899,ETtodaySTAR,4782872945142840,有身高優勢的品澔切入和投外線都難不倒他幫藍隊的分數賺好賺滿呀🥰🥰恭喜他最後也拿下啦甩妮娛樂最快訊👉都在星光雲全明星運動會王品澔賀軍翔,1225,8,0,0,0,0,0
1900,ETtodaySTAR,4782667895163345,雖然嘴上是這樣說但還是不忘稱讚男友把亨利個角色演得很好😍😍甩妮娛樂最快訊👉都在星光雲謝欣穎華燈初上,361,0,0,1,1,0,0
1901,ETtodaySTAR,4782386121858189,聲明這種東西還是本人發的才準啦魯娜影劇大小事不漏接快來下載星光雲👉王力宏💔李靚蕾離婚更多報導▶️,41,1,0,4,0,0,0
1902,ETtodaySTAR,4782646155165519,其中角色設定剛好都是兩位小孩一位癌症晚期的長輩😟現在本人也出面解釋惹甩妮更多新聞都在星光雲📱→包貝爾,14,0,0,0,0,0,0
1903,ETtodaySTAR,4782549598508508,當時在機場不說話拿著手機拍媒體的行為現在都有了解答甩妮王力宏💔李靚蕾離婚更多報導▶️,474,0,1,12,2,0,5
1904,ETtodaySTAR,4782574085172726,外送員太神啦遇到老公還說是來傳福音的大家應該都蠻想團購個地墊吧😂甩妮授權🌟追星消息都在星光雲👉,931,2,1,456,3,0,0
1905,ETtodaySTAR,4782712921825509,欸抖是一長串的訊息呢🧐甩妮📣立馬手刀下載星光雲：王力宏,877,1,0,28,2,0,8
1906,ETtodaySTAR,4782363658527102,小豬說有看過她的影片魯娜影劇大小事不漏接快來下載星光雲👉羅志祥,127,1,0,2,0,0,2
1907,ETtodaySTAR,4782620561834745,在年時李靚蕾對這段婚姻就已經很切心了甩妮王力宏💔李靚蕾離婚更多報導▶️,259,0,1,6,3,0,0
1908,ETtodaySTAR,4782463608517107,現在很多人都在幫老婆盯著宥勝啊😅甩妮更多新聞都在星光雲📱→宥勝之旅,69,0,0,12,3,0,0
1909,ETtodaySTAR,4782500191846782,司機和保鑣這次都特別謹慎就怕出了什麼差錯👀甩妮更多新聞都在星光雲📱→王力宏,17,0,0,1,0,0,0
1910,ETtodaySTAR,4782394555190679,不想要胡宇威帶著全隊殺到你家的話就乖乖出席練習魯娜影劇大小事不漏接快來下載星光雲👉胡宇威全明星運動會,1150,5,0,9,1,0,0
1911,ETtodaySTAR,4782488205181314,入帳儀式也是要辦得風風光光啊是說還有友情贊助的舞龍舞獅也太強🤣甩妮網友徐婕婕授權吃喝玩樂新寶典🎈快來下載星光雲：,67,1,0,31,0,0,0
1912,ETtodaySTAR,4782469958516472,這位自稱是工作人員的表示想讓王力宏開直播反擊對方🤔甩妮王力宏💔李靚蕾離婚更多報導▶️,947,2,3,331,10,1,7
1913,ETtodaySTAR,4782294811867320,新造型還多了顆痣魯娜影劇大小事不漏接快來下載星光雲👉一家團圓天之驕女粉絲團華燈初上,141,0,0,0,0,1,0
1914,ETtodaySTAR,4781982008565267,這應該大部分男生都無法接受吧魯娜影劇大小事不漏接快來下載星光雲👉,99,0,0,0,1,0,0
1915,ETtodaySTAR,4781567198606748,只是純粹友情支持沒有任何利益相關魯娜影劇大小事不漏接快來下載星光雲👉周杰倫歌迷組織,86,0,0,2,0,0,0
1916,ETtodaySTAR,4782128841883917,後來又把劣改成優魯娜影劇大小事不漏接快來下載星光雲👉郭彥甫,45,0,0,0,0,0,0
1917,ETtodaySTAR,4782235398539928,堂堂雨神也是會碰壁的魯娜歐摸韓星爆爆必須馬上追起來⭐：金泰希,230,0,0,2,0,0,0
1918,ETtodaySTAR,4782275051869296,限時開搶分享我就問用了減齡還會拉絲的保養品你還不買嗎極限霜熱賣再度開搶二鎖定東森購物台超值優惠再度開搶東森自然美科美研,673,2,0,0,0,0,0
1919,ETtodaySTAR,4782218095208325,小禎聽完直接說啊妳就不要吃啊魯娜影劇大小事不漏接快來下載星光雲👉成語蕎胡小禎,2150,14,5,301,28,1,18
1920,ETtodaySTAR,4782247791872022,如果能湊出一個好字也很讚魯娜影劇大小事不漏接快來下載星光雲👉蘭庭精品,1052,4,3,2,3,0,1
1921,NTDChinese,608417080425183,直播台灣中央疫情指揮中心記者會新增本土例境外例死亡例👉關注更多👉支持新唐人✨台灣訂報,51,5,2,0,1,1,1
1922,NTDChinese,4761306377291713,新年時張女士送了流浪貓一個碗做為新年禮物沒想到它隨即回贈張女士一隻大老鼠😯🤣,0,0,0,1,0,0,0
1923,NTDChinese,4762916680464016,💥美單日病例破百萬鄭州禹州封城寧波上萬人被隔離西安男子絕望樓奇葩隔離點人同住一房申請隔離不批准全家口都傳染開年炮打雙燈習近平開鍘金融系🔥觀看影片：🎯加入會員觀看獨家：🙏支持沐陽：🔥歡迎訂閱按小鈴鐺🔔：,2,0,0,0,0,0,0
1924,NTDChinese,4762670693821948,紀元頭條📰求是談鬥爭翻臉信號當局重提出軌不能離婚隔離點生理期女子哭問要血流成河嗎出台社會面清零被諷掩耳盜零🔥觀看影片👉在觀看影片👉🎯歡迎訂閱👉🎯歡迎訂閱👉,7,0,0,1,0,0,0
1925,NTDChinese,4762496363839381,💥年習近平緊張逢會必喊忠誠屢有謀反陳敏爾有望打破重慶官場魔咒攻台主力戰區添新將海軍陸戰隊司令入職中共惹翻了歐盟現在想挽回不好辦了香港眾新聞關閉🔥觀看完整影片👉🏻🎯加入會員觀看獨家：🙏支持大宇：⭕歡迎訂閱打開小鈴鐺🔔：,23,0,0,3,0,0,0
1926,NTDChinese,4763271640428520,桃市府日公布桃園機場群聚案名染疫清潔員足跡其中一名連續區過金嗓歌友會天以及中北黃昏市場等地期間搭乘中壢客運桃園客運🚨🏥,5,0,0,0,1,0,0
1927,NTDChinese,4762901580465526,新聞拍案驚奇大宇美東時間💥栗戰書或陪習近平連任遭派系打擊貴州盜採煤礦案舉報高層河南多市亦遭疫情嚴控西安日拉走隔離幾十萬人萬多人參與封鎖趙克志與公安部和習家軍的關係遼寧號被日艦跟監🔥觀看完整影片👉🏻🎯加入會員觀看獨家：🙏支持大宇：⭕歡迎訂閱打開小鈴鐺🔔：,2,0,0,0,0,0,0
1928,NTDChinese,4761305050625179,女士布瑞吉說她被外星人帶到一艘太空船上並已經跟外星人生了個外星雜交兒男女❗😯,21,0,0,5,0,1,0
1929,NTDChinese,4762566390499045,健康什麼時間入睡好睡眠時間有講究嗎影響睡眠幾大原因套助眠茶飲改善失眠失眠助眠茶飲睡眠🔥觀看首播：✨🌻支持健康👉🌈歡迎訂閱：⭕會員網站👉,6,0,0,0,0,0,0
