,page,id,text,like,love,care,haha,wow,sad,angry
1066,0604rainie,311189227042541,深夜曬腹肌自拍運動照的日子終於要結束了今天是我隔離的最後一天囉還有七天的自主管理期不能隨意趴趴走所以我要好好地陪我的母親和女兒真的太想念她們了你們是不是也想我啦還是其實也還好可惡隔離不忘運動自主訓練,54151,1419,128,29,109,0,1
1067,0604rainie,309280780566719,好自律今日又一跳依然大爆汗運動實在是太療癒啦🥰隔離不忘跳床自主訓練,35882,742,68,15,20,1,1
1068,0604rainie,307122770782520,好像每洗一次頭就會發現頭髮又更長了一些🤏🏻尤其短髮時超明顯我真的是長毛怪耶頭髮老是留得這麼快正所謂長髮披肩啊💁🏻‍♀️哼出關之後我要重新整理一下才行膩了膩了😆,30170,707,49,48,10,1,1
1069,0604rainie,306521640842633,小編靈語正式預告大家刷幾遍了是否更想走進電影院呢🔍注意喔是正式上映❗解不了的謎破不了的案看不見的力量靈語冥中注定解不了的謎破不了的案就靠靈語,2913,50,4,0,13,3,1
1070,0604rainie,306510030843794,好久沒跳床了大爆汗跳完隔天整個大腿後側和腹部好酸好酸啊爽沒受過專業訓練的捧油不要自己在家跳喔姿勢不正確會練錯部位也會容易受傷隔離不忘跳床自主訓練,37328,630,72,12,17,1,1
1071,0604rainie,305137297647734,從月日成團夜一路回看我真的很幸運僅僅三次公演和直播這天就完成了八個舞台而且每次演出都是不同的風格非常符合我入行以來堅持的態度這段期間大家給予的肯定我都收到了可以毫無顧慮心無旁騖地表演可以拿著麥克風時感到安定可以把上台的緊張用興奮來取代等這一切都要謝謝我過去年獲得的經驗和歷練能夠單純的專注並投入在表演中是一件很幸福的事透過這個節目我才真正意識到自己的成長並且為這些變化覺得感動因為我終於在舞台上成為我想要的樣子了愛我這麼久的你們是不是早就發現了我的不同呢乘風破浪的姐姐,37817,1190,92,4,7,2,1
1072,0604rainie,304047251090072,出發回家這段時間坦白說過得很快我要表白我三位隨行的夥伴們這段期間我們相依為命一起度過了很充實的春天謝謝我的執行經紀佳玲這趟行程我的團隊只有她在但好險有她我才能被照顧的很好本來想具體說出她都做了什麼但我覺得事情多到無法細述總之節目裡所有大大小小的事情也好生活起居也好甚至放假休息的時候也好她都是非常貼心且細心的陪伴我我無法想像沒有她在會有多恐怖佳玲我真的太愛妳了謝謝我的化妝師詩晴每次演出都很用心地思索要如何和整體造型以及其他姐姐們搭配同時又不失屬於我的風格一路以來看著她的成長和進步很為她開心謝謝第一次跟我合作的髮型師太倒霉了沒有一起工作過就被公司指派到難度係數這麼高的節目外加我的要求也很高壓力一定大到不行吧尤其短髮造型難多變又要兼顧我跳舞時不能被頭髮干擾這件事實在有夠難但她還是盡力完成了以我的嚴格標準來看真的做得很好未來要更進步唷每次公演只允許短時間內快換造型不但一場公演中會有至少三套服裝且每套衣服都是超級不搭嘎的風格以外還被規定不能換妝髮因此只能有一種樣子且必須每套都適用對她們來說挑戰很大尤其是髮妝還能偷換口紅哈哈哈不過在有限的情況下她們兩位都做得很棒我很滿意辛苦你們囉因為疫情讓這次的工作比較特殊要經過隔離之外沒工作的時候也無法回台北對我而言沒差反正我兩邊都有家但是對她們來說就是有家歸不得所以過年我們也是一起過的我要謝謝她們讓我們今年的年節過得很熱鬧在姐姐的一切都是相當難忘的回憶有妳們真好,54963,905,89,14,10,2,2
1073,0604rainie,303273654500765,徹夜未眠一方面是忙著收拾再過一會兒就要啓程回台北另一方面是還在消化節目結束了這件事首先非常榮幸能和那姐崗崗姐祖兒王鷗筆筆吉克這幾位值得我學習的姐姐們一起成團還圓了我當初在節目中許下的心願那姐做隊長和祖兒組隊太開心了其他姐姐則是我的昔日隊友能再續前緣非常幸福謝謝所有為我助力的粉絲們你們辛苦了雖然我是以踢館的身分從中加入卻幸運地完成許多樣貌不同的舞台並且隊長和隊員都嘗試過整個過程非常過癮又充實尤其難能可貴的是收穫到滿滿的友誼人與人的感情是最珍貴的對我而言認識大家才是得獎的意義捨不得你們啊謝謝節目組上上下下台前幕後勞苦功高的工作夥伴們沒有你們無法完美呈現每次的演出謝謝杜華姐阿老師劉卓老師的指教能夠讓你們盡情享受我們的舞台是我對你們的感謝謝謝聲樂老師們和舞蹈老師們你們的盡心和求好心切讓我覺得能夠回頭當學生是很幸福的事在這還要特別感謝我的寶貝妍希當初參加姐姐的動力就是她我和幾位沒有組過隊的姐姐們能夠有好交情也是托她的福所以我一定要把成團的榮耀與她分享最後我要謝謝我自己面對舞台沒有顧慮只有熱愛出道年過往值得了現在乘風破浪的姐姐成團夜,36538,874,87,11,9,0,3
1074,0604rainie,302859867875477,晚上成團夜直播見‼️妝陳詩晴髮來源嘉人乘風破浪的姐姐嘉人乘風破浪的姐姐成團夜,12059,317,39,7,22,1,2
1075,0604rainie,300504631444334,直拍版這版可以清楚看見鐵架的動作和腹肌本人看似沒怎樣其實讓我們吃盡苦頭但我甘之如飴🍬乘風破浪的姐姐第五公演,29105,1848,87,9,37,4,8
1076,0604rainie,298884321606365,坦白說只有在現場才能感受到我們五個人的心跳呼吸在同一個節奏的絕佳默契有點可惜了不會忘記一起用力開玩笑用力把舞跳的日子做彼此的影子我愛你們🖤乘風破浪的姐姐第五公演,31005,1726,104,14,63,16,21
1077,0604rainie,298371691657628,很多粉絲看到練舞環節時總愛半開玩笑的說丞琳一定又沒洗頭了而你們不知道的是練舞時我的汗水就像是被大雨淋過一樣的濕因為幾乎是沒有休息的拼命練習🥵這些辛苦坦白說即便是真人秀節目裡還是無法完整體現但我不是要討拍我是樂在其中的並且我本身這麼變態強度多高我都吃得下好嗎😆重點是我不容許自己有洗頭的時候被說沒洗聽到沒有這是來自一位深夜還沒睡且不愛洗頭還不讓人說的姐姐的心聲🤣今天就有第五公演的另外兩個演出環節了記得收看喔🥰晚安乘風破浪的姐姐第五公演,53089,1072,116,428,19,1,4
1078,0604rainie,297561311738666,我想我會很喜歡今年的春天希望不會再等三百多天了疫情趕緊過去吧下次見🧡,81712,1293,140,11,12,3,2
1079,0604rainie,295046828656781,很多人不知道粵語是我的母語之一其實我說過很多次😅我的父母都是廣東人雖然和父親的緣分已盡但從他身上學會的語言是永久的因此粵語成了我和他最緊密的連結🥺雖然這不是我第一次唱粵語歌但有機會在姐姐的舞台和筆筆崗崗姐一起合唱還搭配了柏芝姐的獨白好難得這樣的形式溫暖且感人我很喜歡獻給我分分鐘需要的你們🧡,121742,5455,492,88,225,25,66
1080,0604rainie,293807215447409,小編又有靈語新預告了❗這次預告內容更豐富你們猜出劇情大綱了嗎丞琳的角色經歷人生巨變後又會發生什麼事我們見解不了的謎破不了的案就靠靈語,3055,81,3,3,8,4,1
1081,0604rainie,293321525495978,秀四張難得在化妝間有空拍下的美肌自拍們🤳自拍,46849,1122,88,67,20,2,1
1082,0604rainie,290279565800174,小編今天好忙一邊看靈語前導預告一邊看丞琳的乘風破浪大家喜歡今天的演出嗎好好聽好好看敲碗又跪求起風了版🌪️可以嗎起風了乘風破浪的姐姐,78628,3782,312,38,114,32,75
1083,0604rainie,290234675804663,小編靈語前導預告大首播🎬解不了的謎破不了的案就靠靈語🔍月日冥中注定這天一定要去看丞琳久違新作❗,7628,136,8,2,50,3,1
1084,0604rainie,289542709207193,小編等待許久的電影終於快上映了🥳短短的預告就讓人好想趕快知道劇情大綱🔍期待明天的預告大首播❗靈語,13879,251,23,7,170,7,2
1085,0604rainie,289006032594194,春天來了🌳穿搭照,36865,670,43,4,12,0,2
1086,0604rainie,287787676049363,緣分讓我替我們組選到了青峰的起風了雖然這首歌不是他寫的但我真的覺得自己的聲線很適合唱他的歌😝本週五有猶如大型演唱會般的搭配交響樂的演出當下真的是一股熟悉到不行的感覺太愛這種樂隊感了我個人相當期待新一期播出請大家跟著我一起坐等吧💕乘風破浪的姐姐第四公演,19859,417,40,3,12,1,1
1087,0604rainie,287714249390039,小編周美玲導演新作愛殺台灣性別議題電影愛殺相愛相殺主題曲戀獄宣傳曲親愛的我們愛殺電影身體是誠實的等你顛覆相愛相殺六城彩虹計畫台北篇戲院與時刻查詢訂票,2915,65,9,1,2,1,1
1088,0604rainie,287083779453086,這是來自一位吃完髒髒包沒擦嘴的嬰孩的自拍😌,79814,892,122,13858,229,6,9
1089,0604rainie,286052732889524,這次和學姐們霏霏和盈瑩以及我的隊友柏芝姐和王鷗一起合作獲得了目前本季的最高分真的開心到要飛起來了謝謝幫唱姐姐們她們使我們更耀眼盈瑩的直率正向和認真令我欣賞霏霏用她的經驗幫助我帶隊在她身上學習到很多跟表演有關的細節更開心的是收穫到這個朋友好爽因為上一季我最想認識她我們五人的舞台沒有她們沒有柏芝姐和王鷗的努力投入不會好看希望你們喜歡並且不能不喜歡哈🤍乘風破浪的姐姐第四公演,59979,2122,198,43,117,45,77
1090,0604rainie,285428106285320,🤍🤍🤍明天中午點是第四公演的播出身為隊長我盡全力把團隊帶好最後能獲得好成績嗎看節目就知道了務必支持喔要乖🥰俺居然難得跳女性化的舞蹈風格別錯過了😆乘風破浪的姐姐第四公演,32602,934,72,7,17,2,2
1091,0604rainie,282914413203356,笑一個早安😊,17755,359,17,7,3,0,1
1092,0604rainie,282098183284979,忙到此刻害我錯過了整點發文😭今天是我最最最愛的母親生日在年初出發工作前預先替她慶生了😌很感謝母親把自己過得很好保持運動偶爾打打麻將和朋友遊山玩水一切都是為了讓我和我姐無後顧之憂有這樣的媽媽真的很幸福😘其實當我站在舞台上的每一刻也好努力完成好音樂或戲劇作品也好都是希望她能夠看見我開心的樣子我知道她的開心是來自於我的快樂🥰媽咪能成為妳的女兒是我人生中最幸運的事會用幸運這個詞是因為孩子無法選擇自己的父母但我卻擁有了這麼好的媽媽願妳身體健康天天都有好心情妹妹愛妳❤️,64893,1743,107,8,12,0,2
1093,0604rainie,281571203337677,凌晨時分誰還未眠🙋🏻‍♀️沒想到今天中午點又新一集的姐姐了一週時間怎麼過得這麼快🤪這次我當了隊長會是災難一場還是漂亮一戰呢你們一定要看喔😉加入芒果會員即可收看不然沒有完整版可以觀賞唷乘風破浪的姐姐,67657,1102,145,16,27,0,6
1094,0604rainie,280626176765513,小編很流行的舞台直拍丞琳也擁有了請繼續看個遍一起和丞琳蹦蹦蹦蹦蹦蹦蹦為丞琳的乘風破浪加油乘風破浪的姐姐,22739,1422,78,29,31,1,6
1095,0604rainie,279441670217297,🌹我很三八大家節日快樂三八婦女節節日快樂,82745,1510,119,226,21,1,3
1096,0604rainie,278258710335593,我懷念此髮色🤍風華時尚珠寶,6476,248,13,1,11,0,1
1097,0604rainie,278258710335593,我懷念此髮色🤍風華時尚珠寶,6476,248,13,1,11,0,1
1098,0604rainie,277711080390356,年輪說有種聽一萬遍都不厭倦的感覺吧至少我是無論唱幾次都很有的哈😆另外唱跳琳在線請用心看我們在短時間內可以完成這個舞台實屬不易但我認為自己的表現絕不枉費你們長久以來的支持～希望大家喜歡這次踢館賽的作品❤️期待下個公演的呈現吧啾,23007,1232,57,7,17,3,7
1099,0604rainie,277194937108637,來唷🙌🏻明天中午點芒果有第三公演也就是本浪花踢館的環節還不快看起來👀乘風破浪的姐姐踢館挑戰賽,26681,544,62,6,17,0,3
1100,0604rainie,275951293899668,知道今天自己不在台北於是在兩個月前提早替我最重要的摯友過生日❤️金想你了雖然不在身邊但是我們彼此的時刻關心讓心不遠祝願你幸福快樂平安健康每一天🥰未來要繼續傳授你的獨門表演方法給更多愛演戲的人們喔生日快樂🎂愛你,34231,339,21,12,5,0,1
1101,0604rainie,273146937513437,來晚了🙇🏻‍♀️我從小浪花變成了踢館姐姐這是什麼情況今天中午點芒果見很官方的文字但其實很真心🥰乘風破浪的姐姐,25665,544,46,15,48,1,4
1102,0604rainie,269421587885972,今天長這樣😚穿搭照,65977,929,57,16,25,1,2
1103,0604rainie,268884664606331,純發圖💓,51770,1090,58,16,20,0,1
1104,0604rainie,267759024718895,晚飯前先來個自主訓練等下才可以吃更多呀呼🥳,96953,1613,170,64,49,0,1
1105,0604rainie,266540178174113,🧨出門拜年初三穿搭分享大家穿搭照,50903,651,44,9,11,0,1
1106,0604rainie,265914844903313,初二回不了娘家但是只要自己幸福讓長輩無後顧之憂也是很好的孝順方式想我母親了好在她懂得安排自己而且今天有我姐一家人陪她我就放心了誰說嫁出去的女兒潑出去的水嫁出去的女兒心掛念著媽媽呀牛年大年初二回不了娘家,199038,4429,509,38,37,26,2
1107,0604rainie,265228541638610,小編🐮今天年初一小編早早起床迎新年🥱吉時良辰來發琳美照👩🏻恭祝大家牛🧨🧧🈵,33177,754,55,14,12,1,1
1108,0604rainie,264821328345998,除夕了🧨除夕除夕夜農曆新年,107591,1849,135,25,23,1,2
1109,0604rainie,260762492085215,🤍🤍🤍自拍的拍拍到世外自拍的拍拍到發呆自拍,57597,1139,103,64,28,0,2
1110,0604rainie,258842452277219,小編想讓今晚的負擔歸零嗎在新普利酵素廣告中丞琳一人分飾兩角化身睡眠代謝管家獻上享受美食不必忍受的秘密法寶睡前兩顆夜酵素睡醒負擔就歸零💖新普利夜酵素睡得好代謝好分享連結,17151,506,30,36,29,1,2
1111,0604rainie,258391535655644,我總算成為拿著咖啡行走的知性女子了,54477,546,44,291,13,0,1
1112,0604rainie,257176129110518,黑髮還是可以的🖤星紀時尚甜教主周墨陳詩晴造型工作室,22384,558,28,5,13,1,1
1113,0604rainie,255507009277430,此本雜誌以新髮型亮相🤍星紀時尚甜教主周墨陳詩晴造型工作室,12774,346,18,2,11,0,0
1114,0604rainie,252057546289043,幫你的生活拿主意😘阿嘟們真的很會演❤️⬇️⬇️⬇️這邊複習最新專輯去⬇️⬇️⬇️💌《》▶️布萊克薛薛阿拉斯阿嘟主義楊丞琳出道週年小編,6327,109,5,61,3,0,1
1115,0604rainie,249249909903140,小編大家趕快點進去看丞琳最新代言廣告❤️的玩美椅坐起來真的很舒服👍廣告拍攝現場丞琳差點要睡著一直賴在上面不想起來新的一年跟每個堅守崗位在生活家庭職場上努力的你們說聲辛苦了不論在哪個崗位努力不論努力是否達到完美你的辛苦都懂迎接全新的一年除了給自己一句撫慰人心的你辛苦了外也別忘了讓自己徹底放鬆喔🧡玩美椅辛苦過後的你也要好好照顧自己,10965,258,21,8,3,0,2
1116,0604rainie,248784293283035,💪🏻💪🏻💪🏻不出門自主訓練跳床肌力爆汗冬天更不能懈怠,21108,525,48,6,8,0,1
1117,0604rainie,248736053287859,小編嚴嚴寒冬讓我們打開家門讓愛住進來散播這訊息讓更多小孩得到幫助請發揮你們的愛心寄養家庭招募專線請撥打家扶基金會寄養家庭招募中做孩子的守門員,8435,145,17,3,4,1,2
1118,0604rainie,246425716852226,喔耶✌🏻之掰哺將在明晚八點上架囉～我個人覺得內容還滿豐富的😆但在這邊告知俺的生涯會先暫時劃上一個休止符未來何時會再開張就看我還有沒有什麼內容想分享的囉😚請耐心等待的歸來因此這一集更加不要錯過唷🥰掰哺,16082,321,27,9,9,0,2
1119,0604rainie,3743618812384619,天冷懶得出門逛街幸好在台灣推出了線上購物服務大家可以到選購喜歡的各項商品下訂後商品將於個工作天內送達或者也可以選擇於專門店取貨唷,20880,426,38,3,21,0,1
1120,0604rainie,3734510206628813,是腹肌本人腹肌靠腰吃飯是真心的肌肉,46829,783,59,43,319,0,1
1121,0604rainie,3732610163485484,💛攝影師說簡簡單單就很好看,35192,812,70,7,19,0,1
1122,0604rainie,3730394557040378,我懷念這個髮長和髮色🖤,44304,1356,86,4,30,0,1
1123,0604rainie,3726927737387060,最後一天的我🧡,25595,659,32,4,10,0,2
1124,0604rainie,3725299734216527,最後一天的我🖤,22998,502,26,5,31,0,1
1125,0604rainie,3723379444408556,我想就是這麼地難忘吧新年快樂每一位我在乎的人們我愛你們小奕新年快樂,141406,3350,258,21,22,2,2
1126,0604rainie,3722473051165862,掰哺🖤小奕跨年夜跨年演唱會最後一天,34158,637,57,3,7,0,2
1127,0604rainie,3719619041451263,🧡送你妳今日份的提前預祝大家新年快樂一起揮別討人厭的自拍假四連拍,48394,1058,90,18,32,4,2
1128,0604rainie,3715659528513881,到底是黑髮的緣故還是難得沒露腰今天的運動照整個很不性感餒但是跟攝影師無關是我的問題🥴,25953,641,33,64,14,0,1
1129,0604rainie,3710981542315013,喔耶我換髮型了✌🏻想說專輯宣傳已結束外加快過去好像可以換個造型來轉變一下心情😌這次的顏色要整慘我因為先前是外淺內深現在改為外深內淺也就是乾坤大挪移的狀態因此漂色的部分非常耗時😪染髮由淺入深易由深入淺難昨天和今天相加共花費了小時處理坐到我屁股都要爛了不過很值得啦😙然而熱愛短髮的我當然得趁機把頭髮再往上剪一剪啦雖說冬天時脖子很怕冷但也因為頭髮夠短反而穿高領更加好看了呢🥰可以感覺到我暫時不會把頭髮留長對吧我想你們早已習慣了千變萬化的我不意外的話不久的未來還會再有新髮型的出現喔😆我個人很期待陳顗文💇🏻‍♀️髮色給你妳知外層墨色內層裸玫瑰金色謝謝安妘特地到髮廊一趟為我化上兩條眼線😘新髮型新髮色新樣貌耳圈染其實我還想剪得更短甚至猶豫是否要剪瀏海最後為了不要看起來年紀太小於是放棄把額頭遮住的機會,47061,1200,75,14,55,1,1
1130,0604rainie,3707901452623022,昨天平安夜穿這樣🎄洋裝襪子鞋子包包耳環背心帽子品牌不詳穿搭照,23563,542,35,10,7,0,1
1131,0604rainie,3706196686126832,🎅🏻🎄不意外的我和金一起過節並很應景的拍了幾張聖誕氣息照祝大家聖誕快樂平安健康幸福喔聖誕快樂,51536,762,78,17,12,0,1
1132,0604rainie,3703101029769731,今晚六點之我的第一次下集將有的呈現喔🤩雖然學這支舞時間很趕兩堂課加起來大概花了一小時左右加上消化動作真的相當逼人但我已算滿意了你們別太嚴苛喔畢竟我沒有額外練習😆未來有空再好好複習認真拍個舞蹈版吧～小心有人可能會說話不算話😝我的第一次,6999,213,15,20,5,0,1
1133,0604rainie,3698738456872655,張大攝影師好久好久沒有替我拍照了她太謙虛說什麼不確定自己拍的如何畢竟手感有點跑掉然而我卻因為張張都美導致遲遲無法決定要把哪張擺在第一頁她就是這麼厲害我愛妳啦張棋惠❤️,59960,1481,106,23,46,0,2
1134,0604rainie,3694397560640078,夜深了有感而發我的寶貝女兒最近比較會乖乖給我抱雖然很開心但我知道是因為她年紀大了比較怕冷所以在我身上取暖很舒服不然年輕時的才不屑我的懷抱咧雪納瑞母女很害怕她漸漸變老很害怕失去的那天,51416,2849,258,44,8,13,1
1135,0604rainie,3687550017991499,今天的可是有幕後花絮的呢請你們務必往後滑謝謝話說昨天我正愁著平時能替我拍照的人都不在髮廊的時候聽說青峰正準備要妝髮上通告於是我就在廊道堵他當時想不如問問他身邊的工作人員有無會拍照的人好了沒想到這個吳青峰居然自告奮勇要替我拍於是我也大膽地把手機交給他剛開始可以感覺到他有些許害怕結果拍完第一張我完後說很會啊他居然自信地回我好歹我大學也是主修攝影的那剛剛是在謙虛什麼啊真是的然而我們一邊拍一邊吵鬧完全沒在其他客人就在這時一間包廂的門打開了咦那不是心凌的助理嗎我闖入後發現心凌正在染髮原來剛剛的吵雜聲她全程聽見她還頂著鋁箔頭走出來觀看青峰拍攝拍完後調皮的青峰覺得這種巧遇不來個幾張照片紀念不太對於是我們為保護當事人正在染髮的心凌因此用了可愛的貼圖遮掩鋁箔頭最後我精選了四張照片其他沒選到的大部分是因為我的表情沒擺好青峰的角度其實取的不錯他居然跟我說下次我會注意意思是要預約再次拍攝穿搭照了嗎吳大攝影我可以喔白上衣內搭藍大學黑毛帽泰迪熊外套牛仔褲雪拖鞋腰包穿搭照,15913,396,20,127,8,0,1
1136,0604rainie,3685717174841450,大家好我是直樹和湘琴的小三好友聚惡作劇在身邊惡作劇之吻和惡魔在身邊的綜合體,95820,2183,91,1128,52,1,2
1137,0604rainie,3682635348482966,來來來💁🏻‍♀️之我的第一次上集將在明晚八點上架千萬不要錯過囉🤩我的第一次,9680,266,28,14,5,2,2
1138,0604rainie,3679906608755840,小編丞琳那那大師那那大歌廳下集來囉這集更崩潰更好玩更鬧更好笑🤣🤣🤣安室奈美惠粉千萬不要看🎧專輯收聽▶️楊丞琳出道週年,3855,95,2,146,7,0,1
1139,0604rainie,3677078919038609,今天有特別打扮🧡上衣裙子牛仔外套超迷你包耳環雪拖鞋穿搭照,21941,582,26,6,12,0,1
1140,0604rainie,3668808866532281,紅的我❤️出品監製造型攝影撰文化妝髮型,27055,565,29,6,12,0,2
1141,0604rainie,3666031226810045,黑的我🖤出品監製造型攝影撰文化妝髮型,20574,640,37,5,16,0,1
1142,0604rainie,3664686280277873,本月第三個國際獎🎉這次是獲得的殊榮好開心好歌被聽見尤其又是週年主題曲好有意義😍但我真的很好奇非華人的捧油會知道我為何要穿成這樣嗎他們知道誰是蔣小花嗎到底哪個歌手可以如此大膽燙這樣的髮型穿那麼的混搭好想知道他們怎麼看我🤣我得獎了得好好謝謝製作人兼作詞人李先生以及作曲人感謝你們讓我像是一顆星星⭐像是一顆星星,22703,548,25,62,13,0,0
1143,0604rainie,3663223783757456,給她一張獨照不然每次把她抱在身上拍照因角度關係顯得很大隻其實以雪納瑞來說她偏小雪納瑞女兒,30884,762,48,23,5,0,0
1144,0604rainie,3661321273947707,小編丞琳二度闖入那那大師那那大歌廳來看與音樂知己大跳舞大聊多年出道前的故事😍🎧專輯收聽▶️楊丞琳出道週年,1226,75,2,23,2,0,0
1145,0604rainie,3659798400766661,⭐像是一顆星星,5390,408,19,2,5,0,0
1146,0604rainie,3659798400766661,⭐像是一顆星星,5390,408,19,2,5,0,0
1147,0604rainie,3658862247526943,我逮到她的那天☺️雪納瑞母女,12289,519,25,35,5,0,0
1148,0604rainie,3656776254402209,別說你們連我母親都問又跟青峰約啊怎麼樣我們就是連約兩天都不會膩很慶幸今日沒有改歌的環節了😅,13636,207,5,204,1,0,0
1149,0604rainie,3654238124656022,米粉湯是我們今日的主角敢問青峰是否可以此為題寫一首歌吳青峰小徐熙娣,10612,223,8,175,6,0,0
1150,0604rainie,3648995218513646,這首歌獲獎實在是太有意義了感覺是為我這年的辛苦喝采謝謝為這支努力的所有人們特別感謝憲哥阿雅以及參與拍攝的粉絲們真心感動到不行好幸福🧡像是一顆星星,7244,451,20,5,7,0,0
1151,0604rainie,3648256301920871,剛哭完我只想說兩個字去看謝謝監製小徐姐替我做的安排這次沒有到電影院後敗興而歸了開心孤味,19415,251,9,9,6,1,0
1152,0604rainie,3647589428654225,昨天的今日穿搭🖤穿搭照,6286,249,10,2,3,0,0
1153,0604rainie,3644877742258727,歡迎來到阿琳的舞蹈教室⭐上次去小賴的舞蹈教室玩得很開心節目播出後我想要更完整的呈現於是邀請小賴來上課順便在下課後的短短十幾分鐘拍了這則綜合版影片其實我覺得上課才是順便🤣前段是他的編舞後段是原編舞配在一起毫無違和感而且小賴整個學超快沒多久就可以正式拍攝了厲害這個合作很可以我以後還要🙋🏻‍♀️,4896,303,14,2,5,0,1
1154,0604rainie,3642271892519312,太好了天氣轉涼一直想穿的衣服終於可以拿出來了喔耶✌🏻上衣褲子,8805,303,13,3,3,0,0
1155,0604rainie,3635511859861982,生日快樂未來不會再發你的生日文囉我選擇放心裡反正這天我一直都記得你知道的我們五個早該拍紀念合照了講了好久始終沒有行動從未想過是以這樣的方式呈現雖然當天大家吵吵鬧鬧又說說笑笑但我們都知道彼此心裡真正的滋味是什麼謝謝提供鴻升照片的謝謝為我們拍攝及後製合成修圖的周墨謝謝陪伴我拍攝的于慧完成這個任務對我們來說真的好重要好有意義把這禮物送給你你肯定會喜歡五人幫生日快樂,68490,6442,677,5,3,130,0
1156,0604rainie,3631533366926498,小編丞琳正在星光雲新聞趕快一起來收看😍,1705,92,4,6,0,2,0
1157,0604rainie,3631357886944046,已忘記是第幾集之跳舞不能停將在明天晚上六點上架囉❤️這集本人的臉偏腫演唱會過後吃太鹹😂請見諒喔在此感謝幾位友人的熱情演出大家一起跳舞好開薰💃🏻跳舞不能停,3356,221,7,22,1,0,0
1158,0604rainie,3628669637212871,我知道你們都很有愛心也很愛小動物那麼就讓我們在的年末一起為毛小孩構築一個家讓他們都能有個幸福的庇護所吧,3422,145,13,1,1,2,0
1159,0604rainie,3626093310803837,基於前陣子實在有太多篇演唱會心得和感謝文要發導致我的日常照必須延後分享🤪宣傳期開跑的第一天通告中間有個小空檔於是我帶著工作夥伴們去光臨當紅吐司店殊不知這是我的初體驗😅為演唱會控制飲食好長一段時間能夠來個下午茶真的好幸福吃東西真的太療癒了啦🥰,7745,247,17,5,9,0,0
1160,0604rainie,3621704024576099,我真的很喜歡自己說話算話和出爾反爾這種矛盾性格😆本來演唱會結束要讓自己好好休息但在排練途中左思右想還是覺得不辦個近距離接觸的簽唱會真的很可惜於是我反悔了而我們今天見面了並且下週日還可以再見真好😌謝謝今天來找我的大家謝謝支持實體專輯你們我很珍惜每次面對面的機會無論遠近很幸福的一天希望學院琳能喚醒你們的初戀感哈哈🤎台北簽唱會,7629,451,19,8,8,0,0
1161,0604rainie,3613434728736362,小編就在明天下午一點台北西門町屈臣氏前廣場見帶著專輯到現場跟丞琳近距離碰面吧💙🎧專輯收聽▶️楊丞琳專輯簽唱會台北場活動地點台北市萬華區武昌街二段號活動時間日號碼牌發放整隊時間開始時間活動辦法當日由工作人員指示設立排隊起始點歌迷朋友請勿自行提前決定現場禁止夜排亦不接受代排或佔位當日開始發放號碼牌請出示專輯換取號碼牌一人限領一張不得代領工作人員會在你的手上蓋章註記當日開始整隊為保障粉絲號碼牌權益請於整隊時間回到現場憑號碼牌方可上台簽名簽名處專輯盤內側請看討論區圖片示意因場地租用時間限制以及因應防疫只簽專輯不簽其他專輯海報與物品簽名時無法署名合影握手上台時也請勿使用手機或私人攝影器材拍照謝謝大家貼心配合依防疫新生活運動規定請遵守以下防疫措施落實個人衛生防護活動全程請務必全程佩戴口罩保持適當社交距離如有感冒發燒咳嗽或身體不適請儘速就醫並待在家休息主辦單位保留活動最終解釋更改與異動之權利有任何更新會直接修改增減於本篇公告請以華語粉絲書為主而不作個別通知楊丞琳,7589,341,15,1,5,0,0
1162,0604rainie,3618329878246847,不知為何明明沒有很多跪地的動作練舞卻練的雙膝瘀青漂流浴室的練舞版和拍攝一鏡到底版獻給你們短短十五秒但我還是很認真喔漂流浴室,3364,150,44,0,18,14,0
1163,0604rainie,3615426361870532,天氣真好☀️但好像準備要降溫了教你們喔衣服不一定要穿上💁🏻‍♀️簡單的腰間綁著格子襯衫再配上同色系的帽子讓簡約的連衣裙變得更加搶眼氣溫轉涼時還能把襯衫穿起來保暖這樣的搭配是不是挺不賴的啊😉系列就是這麼好搭趕快學起來🥰穿搭照,5878,293,10,6,3,0,0
1164,0604rainie,3613991895347312,是哪七首歌手本人也好想知道🤣謝謝你的用心要不是你說我還沒發現這次巡演我確實一首別人的歌都沒唱耶,2878,188,7,2,4,1,0
1165,0604rainie,3612861435460358,🧡🧡🧡在小巨蛋的觀眾席拍照為了襯托我手上的包包⭐謝宏奕,8597,334,13,7,10,0,0
