,page,id,text,like,love,care,haha,wow,sad,angry
965,mohw.gov.tw,1045679019547611,"#指揮中心快訊 #疫情說明記者會 #直播
📺12/29 COVID-19 說明記者會預計14:00開始直播

#了解更多關於 #COVID19
⭐️前次記者會影片往這：
https://youtu.be/GEh6h9nxrbo
⭐️即時字幕影片往這：
https://youtu.be/nsJgjOfR6qc
⭐️疾管署嚴重特殊傳染性肺炎專區：http://at.cdc.tw/xP90P0
⭐️有傳染病問題？就讓疾管家來幫忙：https://goo.gl/BUFT1r",330,42,65,1,1,1,11
966,mohw.gov.tw,2060927274073680,"🐶你/妳在上班嗎？還是想著跨年假期要做什麼呢？不對，你/妳在滑 Fb，因為你/妳看到我了🐶
🐶看我一下！看著總柴的眼睛👀，答應我，會繼續維持防疫衛生好習慣，保護自己也保護別人！

🤓總柴來療癒大家的心💕

⭐保持手部清潔
⭐配合防疫規定
⭐依規定戴口罩
⭐維持社交距離
⭐完整接種疫苗

#COVID19 #防疫",10131,770,52,99,12,2,19
967,mohw.gov.tw,2060406490792425,"#衛福編編報報 #衛福部護理及健康照護司
⭐️今年的 #公務人員傑出貢獻獎，我們衛福部也有優秀的團隊獲獎🎉
⭐️衛生福利部「離島醫療照護創新里程 - 優化空中急重症轉診後送機制」

科技照護、智慧醫療 -「緊急救護空中轉診智慧平臺」創新
👉無論在山上還是海角，駐守在原鄉離島前線的醫護人員，只要需要協助就可以「呼叫」，每天 24 小時的無限支援。
👉讓原鄉離島醫療照護資訊可以穿梭在雲端，透過醫病多方視訊平臺，實現空中轉診醫療分享決策零時差。

🤓我們做到審核作業時間從原來 30 分鐘下降為 3 分鐘，寬頻傳輸效率從 20Ｍbps 提升到 100 Mbps。同時，整合離島航空器駐地計畫，讓離島後送航行時間減半。

🐶遇到空中轉診是「送」還是「不送」的爭議時，因為現在可以「同步即時」「多方」「醫療分享決策」，不但大大減輕第一線醫護人員的壓力，也可以讓「緊急救護空中轉診」安全加倍。

👉更多介紹在這邊：https://nurse.mohw.gov.tw/lp-57-2.html",729,22,16,1,0,0,7
968,mohw.gov.tw,2060323497467391,"#衛福編編報報 ⭐脫貧自立 3+1 年福利緩衝期
👉低收入戶、中低收入戶民眾，接受地方政府提供或轉介的就業服務、職業訓練後找到工作，或參加脫貧措施增加的收入及存款，可以不計入家庭總收入及家庭財產，最長 3 年。
👉評估有必要者，可以延長 1 年，不影響原低（中低）收入戶資格，以累積家庭財產、穩定就業，達到自立脫貧的目標！

⭐衛福編編跟大家說，相關細節都可以洽直轄市、縣（市）政府社會局（處）詢問喔！

#社會安全網 #讓需要的人都能找到我們
⭐關懷 e 起來線上通報求助平台：https://ecare.mohw.gov.tw/
#113保護專線 #1957福利諮詢專線 #1966長照服務專線
#0800013999男性關懷專線 #1925安心專線",471,6,28,1,1,0,7
969,mohw.gov.tw,2060304737469267,"#衛福編編報報 ⏲發文時間：2021.12.28
❗新增19例COVID-19境外移入確定病例❗
⭐記者會影片：https://youtu.be/GEh6h9nxrbo
⭐記者會影片-即時字幕：https://youtu.be/Jp_7bd7mG-0
⭐《客家電視台》客語口譯直播：https://youtu.be/dVYilOxrXTg
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(28)日公布國內新增19例COVID-19境外移入確定病例；另確診個案中無新增死亡。

✏今日新增19例境外移入個案，為9例男性、10例女性，年齡介於未滿10歲至80多歲，分別自美國(8例，案17043、案17045-17049、案17051、案17056)、瑞士(案17044)、寮國(案17050)、越南(案17052)、柬埔寨(案17053)、加拿大(2例，案17054、案17061)、哈薩克(案17055)、香港(案17057)、中國(案17058)及土耳其(2例，案17059、案17060)入境，入境日介於今(2021)年12月14日至12月26日；詳如新聞稿附件。

✏累計16,950例確診，分別為2,296例境外移入，14,600例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。

✏指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",2647,7,438,6,42,13,40
970,mohw.gov.tw,451050296407888,"#指揮中心快訊 #疫情說明記者會 #直播
📺12/28 COVID-19 說明記者會預計14:00開始直播

#了解更多關於 #COVID19
⭐️前次記者會影片往這：https://youtu.be/E2S8QlzK3YA
⭐️即時字幕影片往這：https://youtu.be/Jp_7bd7mG-0
⭐️疾管署嚴重特殊傳染性肺炎專區：http://at.cdc.tw/xP90P0
⭐️有傳染病問題？就讓疾管家來幫忙：https://goo.gl/BUFT1r",300,40,51,0,0,0,8
971,mohw.gov.tw,2060166690816405,"#總柴抽獎 #心理健康
⭐「貼文下分享你/妳今年的衰事」來抽米犬日常捶背棒⭐
一起來抒發情緒，照顧自己的心理健康💕

🐶又到了歲末年終，想必這一年應該發生了不少事吧？尤其這幾年因為疫情，很多人的情緒更容易受到影響。
🐶總柴跟大家說，有負面情緒或抒發情緒並不是壞事，也不代表你/妳做得不夠好，把事情悶在心裡，對自己的心理健康不好喔！

⬇⬇⬇抽獎活動辦法照過來⬇⬇⬇
1⃣只要在這篇貼文下，分享你/妳今年遇到的衰事，就可以參加抽獎！
（總柴可能還會安慰你/妳唷）
2⃣活動時間：即日起至 2022 年 1 月 7 日（五）17:00 結束。
3⃣活動獎項：活動將抽出 7 名得獎者，每位得獎者將可獲得

🐶米犬日常柴柴捶背棒 x1🐶（共 7 名）

👉得獎名單將於活動結束幾日後在衛生福利部臉書公佈。

❤這個活動最主要的，就是希望大家都能給身邊的人「感同身受的陪伴」，讓我們一起關心自己、別人還有抽獎吧💕

🐶疫情依然存在，也提醒大家，要維持衛生防疫好習慣唷！

☎衛福部 #1925安心專線
提供 24 小時免費心理諮詢服務，感到焦慮、難受，都可以撥打這支電話！",3433,117,17,49,8,1,10
972,mohw.gov.tw,2059743827525358,"#衛福編編分享時間 #答應總柴
👉吃藥前要看藥袋、藥品外盒或仿單的標示
👉藥品不能過量，要依照建議的劑量服用
👉每個人的體質都不同，別人的藥不能互相吃",498,7,9,2,2,0,5
973,mohw.gov.tw,2059695274196880,"#社會安全網 ⭐We Want you！
⭐在學兼職助理招募中
由於過去社工系畢業生投入職場比率低，人力供需未能對應，社安網第二期計畫增加配套措施，強化職涯發展與鼓勵久任。除 #增設資深社會工作人員、#提高社工薪資天花板、 #擴增社工及其他專業人力 外，也 #提供兼職工讀機會，讓在校生可以提早體驗職場最長一年，期待社工系學生提早瞭解政策，畢業後投入社安網工作行列！

⭐大專院校巡迴講座
為了提升在校生對社會政策及實務工作的了解，鼓勵同學們畢業後投入社會工作職場，我們在今年 9-12 月間，前往屏東科技大學、台灣大學、台北大學、東吳大學、輔仁大學、東海大學、文化大學、暨南大學、實踐大學、樹德科技大學、嘉南藥理大學、靜宜大學等全國共 12 所大專院校社工系所進行校園巡迴講座。

12/27，我們來到台北大學，也是今年校園巡迴講座的最後一站，由李麗芬次長親自宣講、介紹社安網二期計畫的重要政策，以及社工人力與薪資福利等相關措施，並與在校師生暢談、分享實務工作經驗，歡迎在校生提早見習職場，率先加入社安網計畫 - 兼職助理工讀行列！

⭐明年，我們將持續至全國各大專院校社工系所宣講，強化在校生對社工職涯的準備，提升他們投入社工職場的意願。

⭐社會安全網-增人力、增福利、增能力、增安全⭐
⭐關懷 e 起來線上通報求助平台：https://ecare.mohw.gov.tw/
#113保護專線 #1957福利諮詢專線 #1966長照服務專線
#0800013999男性關懷專線 #1925安心專線",632,12,7,0,5,0,5
974,mohw.gov.tw,2059610310872043,"❗為因應我國民眾能加速入境歐盟等國家，我國「數位新冠病毒健康證明」於12月28日上午8時開放下載❗
⭐衛福部官網數位證明專區：https://covid19.mohw.gov.tw/ch/np-5345-205.html
⭐記者會影片：https://youtu.be/E2S8QlzK3YA
⭐記者會影片-即時字幕：https://youtu.be/UIpD4DsC078
⭐《客家電視台》客語口譯直播：https://youtu.be/TDGXLmgFYwA
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(27)日表示，歐盟執委會於今(110)年12月21日宣布我國正式加入「歐盟數位新冠證明」系統。歐盟數位新冠證明為世界性標準之一，國際成員國多且最早用於國際旅行，為使我國民眾能加速入境歐盟等國家，指揮中心將於12月28日上午8時開放我國「數位新冠病毒健康證明」供國人下載使用。

✏指揮中心說明，由於歐盟為世界重要國際聯盟，「歐盟數位新冠證明」系統目前已有60國加入，包括27個歐盟會員國、33個非歐盟會員國(統計至2021/12/22止)。另，美國已公開接受旅客持歐盟數位新冠證明供入境查驗，國際航空運輸協會(IATA)之數位新冠證明亦與之互通，故持我國數位證明於國際旅行己不限上述的60國。

✏指揮中心指出，我國「疫苗接種數位證明」或「檢驗結果數位證明」之資料欄位、數位簽章、防偽機制、個人資料保護、QR Code顯示與電子驗證等均依照歐盟標準，尤其是個人資料保護完全依據歐盟一般資料保護規則之最小使用、自行攜帶、可被遺忘等原則，請國人安心使用。
指揮中心表示，本項數位證明的內容屬於個人資料保護法定義的敏感性資料，身分確認的方式相對繁瑣。本數位證明提供所有於國內接種疫苗或進行PCR檢驗者自行下載，初期限持有有效護照者，申請方式以電腦或手機直接上網辦理，網址為：https://dvc.mohw.gov.tw（將於12月28日上午8時開放），或在衛福部官網取得連結，三個步驟即可取得證明：

一、確認身分：
(一)國人：(1)身分證號+健保卡號+有效護照號碼；(2) FIDO(為安全且便利的生物辨識方式，提供指紋或臉部辨識登入)+有效護照號碼；(3)自然人憑證+有效護照號碼。三種方式擇一。
(二)外來人口：(1)統一證號+健保卡號；(2) 統一證號+入出境證號；(3) 統一證號+護照號碼。三種方式擇一。

二、選擇項目：選擇「疫苗接種數位證明」或「檢驗結果數位證明」。

三、取得證明：於申請成功畫面點選「下載/列印 數位證明」，檔案格式為PDF，提醒要先保存於行動裝置或電腦硬碟中，再視個人需要列印紙本。無列印設備但又有列印需求者，可於申請成功畫面選擇超商並點選「取得超商列印碼」，系統將產製超商取件條碼或取件編號，請自行攜至超商付費列印。

✏指揮中心提醒，實際使用時，出示紙本或行動載具中的QR code都是可接受的方法，查驗人員掃瞄QR code後會出現不同顏色的號誌表達接受與否。但各國或不同場所仍可能有不同方式驗證，請民眾特別提醒留意。本數位證明優先提供民眾出國使用，至於國內何時開放使用，再由疫情指揮中心另行發布。詳細系統操作方式可以參考衛生福利部官網數位證明專區( https://covid19.mohw.gov.tw/ch/np-5345-205.html )。

#衛福編編報報 ⏲發文時間：2021.12.27
#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",4169,47,46,5,8,1,19
975,mohw.gov.tw,2059608637538877,"#衛福編編報報 ⏲發文時間：2021.12.27
❗有條件放寬陪病人數上限至2人，並調整陪病者COVID-19疫苗接種規範及篩檢措施❗
⭐記者會影片：https://youtu.be/E2S8QlzK3YA
⭐記者會影片-即時字幕：https://youtu.be/UIpD4DsC078
⭐《客家電視台》客語口譯直播：https://youtu.be/TDGXLmgFYwA
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(27)日表示，鑒於國際疫情持續嚴峻及Omicron新型變異株之威脅增加，並考量住院陪病特殊需求，已於12月24日發函周知全國醫療院所，調整醫院門禁管制及強化住院病人之陪病者COVID-19疫苗接種規範，相關調整說明如下：

1. 陪病人數：
(1) 每名住院病人之陪病人數維持以1人為原則。
(2) 若病人為兒童(12歲以下)、老人(65歲以上)、身心障礙、或經醫療機構評估有必要者等特殊情形，陪病人數上限得為2人，惟每名住院病人之陪病者公費篩檢仍為1名。

2. 篩檢規定：
(1) 完成疫苗應接種劑次達14天(含)以上之陪病者，得免除入院篩檢及每週定期篩檢。
(2) 未完成疫苗應接種劑次達14天(含)以上之陪病者，自明(111)年1月1日起，入院進行公費篩檢(每名住院病人之陪病者限1名公費)，且每週定期進行自費篩檢；自明年2月1日起，入院篩檢改為自費篩檢，且每週定期進行自費篩檢。

3. 篩檢方式：
(1) 公費篩檢方式為抗原快篩或PCR核酸檢驗二者擇一，或同時執行；自費篩檢方式為抗原快篩(含家用快篩)或PCR核酸檢驗。
(2) 若為「確定病例符合檢驗解除隔離條件且距發病日3個月內」，得免除前述篩檢。

✏指揮中心提醒，由於醫院屬於高感染傳播風險場域，為降低疾病在院內傳播風險，籲請民眾儘速完成完整疫苗接種。於疫情期間儘量避免不必要的陪病或探病，建議以視訊或電話方式替代實地探視，若仍有陪病或探病需要，應配合實名登記及院方相關管理措施。陪(探)病人員須不具COVID-19相關症狀，亦未曾接觸確診個案或具相關公共場所活動史；且進入醫療機構務必全程佩戴口罩、遵循呼吸道衛生與咳嗽禮節、落實手部衛生，以降低交互感染風險，保障自身及病人安全。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",1526,14,22,2,2,0,18
976,mohw.gov.tw,2059602737539467,"#衛福編編報報 ⏲發文時間：2021.12.27
❗因應國際Omicron變異株疫情迅速擴散，指揮中心入境旅客PCR檢驗報告調整為「2日內」報告並改以「採檢日」為計算基準❗
⭐記者會影片：https://youtu.be/E2S8QlzK3YA
⭐記者會影片-即時字幕：https://youtu.be/UIpD4DsC078
⭐《客家電視台》客語口譯直播：https://youtu.be/TDGXLmgFYwA
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(27)日表示，因應近期COVID-19全球疫情升溫，Omicron等新興變異株於全球迅速擴散，上週(12/20-12/26)境外移入病例數新增109例，較前一次(12/13-12/19)新增62例，上升76%，且Omicron變異株增加迅速，截至今日已累計34例，感染國家以美國及英國較多，加以我國已檢出多起境外移入病例為突破性感染，經評估國際間採認之入境前檢驗報告多以採檢日計算，故為確保航空防疫安全，自2022年1月4日零時起(啟程日)，旅客搭機前應檢附之COVID-19核酸檢驗報告調整為「2日內」報告，報告起計日由原「報告日」改以「採檢日」為基準，並以啟程地表定航班時間（不含搭機當日）往前推2個「日曆日」計算，請旅客搭機前務必確認PCR檢驗報告符合以上規範。

✏指揮中心說明，旅客所持「2日內COVID-19核酸檢驗報告」請符合下列規範：
1. 以英文、中文或中英對照版本為原則。
2. 該報告可為紙本(正本/影本)或電子報告書形式。
3. 需採分子生物學核酸檢測，且應可審核登機者之護照姓名、出生年月日(或護照號碼)、疾病名稱、採檢日及報告日、核酸檢驗方法（包括PCR、Real-Time PCR及RT-PCR等）及判讀結果等。
4. 血清免疫學檢驗抗原或抗體，非屬核酸檢測，未符合本措施規範之條件。
對於違反前述規定之旅客，抵臺時將依傳染病防治法第58條、第69條規定及衛生福利部公告裁罰基準，處新臺幣一萬元至十五萬元罰鍰。

✏指揮中心強調，適逢春節前返鄉人潮，請旅客返臺必須事先瞭解並配合我國現行入境檢疫規定，及在臺檢疫期間應遵守之防疫措施，共同維護國內社區安全。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",4129,19,316,9,35,6,28
977,mohw.gov.tw,2059595750873499,"#衛福編編報報 ⏲發文時間：2021.12.27
❗新增16例COVID-19境外移入確定病例❗
⭐記者會影片：https://youtu.be/E2S8QlzK3YA
⭐記者會影片-即時字幕：https://youtu.be/UIpD4DsC078
⭐《客家電視台》客語口譯直播：https://youtu.be/TDGXLmgFYwA
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(27)日公布國內新增16例COVID-19境外移入確定病例；另確診個案中無新增死亡。

✏今日新增16例境外移入個案，為12例男性、4例女性，年齡介於10多歲至60多歲，分別自美國(8例，案17027-案17028、案17031、案17033-案17037)、越南(案17029)、匈牙利(案17030)、哈薩克(案17032)、菲律賓(案17038)、韓國(案17039)、英國(案17040)、德國(案17041)及印尼(案17042)入境，入境日介於今(2021)年12月12日至12月26日；詳如新聞稿附件。

✏截至目前國內累計16,931例確診，分別為2,277例境外移入，14,600例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。

✏指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",1797,11,326,5,21,4,31
978,mohw.gov.tw,423787429390354,"#指揮中心快訊 #疫情說明記者會 #直播
📺12/27 COVID-19 說明記者會預計14:00開始直播

#了解更多關於 #COVID19
⭐️前次記者會影片往這：
https://youtu.be/QzxkAmo6anw
⭐️即時字幕影片往這：
https://youtu.be/UIpD4DsC078
⭐️疾管署嚴重特殊傳染性肺炎專區：http://at.cdc.tw/xP90P0
⭐️有傳染病問題？就讓疾管家來幫忙：https://goo.gl/BUFT1r",395,83,81,3,2,2,14
979,mohw.gov.tw,2059447504221657,"🐶 今天有沒有覺得好冷啊？總柴關心大家，注意保暖 💕

💕 總柴保暖小叮嚀 💕
🐶 常常喝溫開水
🐶 隨身攜帶保暖衣物
🐶 使用電暖器注意安全
🐶 運動避開酷寒與早晚的高風險時段

🐶 上班的大家加油，總柴會幫大家多休息的💕
🤓 #衛福編編 也提醒大家，繼續過 #防疫新生活！",1212,34,10,1,2,0,7
980,mohw.gov.tw,2058877737611967,"#衛福編編分享時間
【COVID-19 疫苗基礎加強劑說明】",1575,11,20,2,5,0,12
981,mohw.gov.tw,2058875497612191,"#衛福編編報報 ⏲發文時間：2021.12.26
❗新增24例COVID-19確定病例，分別為1例本土及23例境外移入❗
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(26)日公布國內新增24例COVID-19確定病例，分別為1例本土及23例境外移入；另確診個案中無新增死亡。

✏今日新增1例本土病例(案17026)，為30多歲本國籍男性，未接種過COVID-19疫苗，今(2021)年12月25日因有陪病需求至醫院採檢，於今日確診( Ct值34.1，二採PCR檢驗陰性)，血清檢驗IgM陰性，IgG陽性，研判為非近期感染。目前已匡列接觸者14人，3人列居家隔離，6人列自主健康管理，5人列自我健康監測，其餘接觸者匡列中。衛生單位刻正進行疫情調查及防治工作，以釐清感染源。

✏今日新增23例境外移入個案，為13例男性、10例女性，年齡介於10多歲至70多歲，分別自美國(10例，案17003-17009、案17022-17023、案17025)、哈薩克(11例，案17010-17019、案17024)、喀麥隆(案17020)及南非(案17021)，入境日介於今(2021)年12月19日至12月24日；詳如新聞稿附件。

✏截至目前國內累計16,915例確診，分別為2,261例境外移入，14,600例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。

✏指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",2535,9,478,10,363,22,59
982,mohw.gov.tw,2058126347687106,"#衛福編編報報 ⏲發文時間：2021.12.25
❗新增18例COVID-19境外移入確定病例❗
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(25)日公布國內新增18例COVID-19移入確定病例；另確診個案中無新增死亡。

✏今日新增18例境外移入個案，為15例男性、3例女性，年齡介於10多歲至60多歲，分別自美國(6例，案16985、案16990-16992、案17000、案17001)、越南(6例，案16986-16988、案16996、案16997、案16999)、柬埔寨(案16989)、法國(案16993)、巴基斯坦(案16994)、義大利(案16995)、阿拉伯聯合大公國(案16998)及荷蘭(案17002)，入境日介於今(2021)年12月10日至12月23日；詳如新聞稿附件。

✏截至目前國內累計16,891例確診，分別為2,238例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。

✏指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",2574,18,401,1,42,12,57
983,mohw.gov.tw,2057362794430128,"🐶看著總柴的眼睛👀，答應我，你會繼續維持防疫衛生好習慣，保護自己也保護別人！

⭐保持手部清潔
⭐配合防疫規定
⭐依規定戴口罩
⭐維持社交距離
⭐完整接種疫苗

#COVID19 #防疫 #總柴動之以情",6279,754,38,195,6,3,12
984,mohw.gov.tw,2057319041101170,"#衛福編編報報 ⏲發文時間：2021.12.24
❗指揮中心外部專家調查小組說明中研院ABSL-3實驗室感染事件初步調查結果❗
⭐記者會影片：https://youtu.be/QjLw4tDVxIk
⭐記者會影片-即時字幕：https://youtu.be/QjLw4tDVxIk
⭐《客家電視台》客語口譯直播：https://youtu.be/FRn4NxxVmbE
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏指揮中心今(24)日表示，昨(23)日召開生物安全專家調查小組會議，針對中研院提供動物生物安全第三等級(Animal Biosafety Level 3, ABSL-3)實驗室內部調查報告，以及調查小組先前進行中研院相關人員訪談紀錄與實驗室內部監控影帶及資料，討論造成實驗室感染之可能原因。經初步調查結果如下：

一、ABSL-3實驗室人員進行實驗操作時，未依規定穿著C級防護裝備(包括連身型防護衣、N95口罩、雙層手套、護目鏡及鞋套等)；並且在穿脫個人防護裝備(Personal Protective Equipment, PPE)以及使用生物安全櫃(Biosafety cabinet, BSC)方面，皆未遵守該實驗室訂定之標準作業程序(Standard Operating Procedures, SOP)。

二、生物安全會未依「感染性生材料管理辦法」規定，每年落實對實驗室辦理內部稽核；亦未追蹤ABSL-3實驗室之新進人員相關訓練考核完成情形。

三、實驗室人員需再加強教育訓練，並落實訓練後考核機制，以及辦理個人防護裝備之實體演練，確認人員對於個人防護裝備穿脫的認知程度。

四、另有部分調查細節尚待釐清，將請中研院再提供該實驗室人員進出實驗室之電子紀錄、監控影帶以及工作紀錄等，予調查小組確認。

✏指揮中心說明，調查小組將於釐清相關事實後，完成最終調查報告，屆時再由指揮官統一對外說明。另對於中研院未依「感染性生材料管理辦法」規定，落實單位內部生物安全事務之監督及管理情事，將於彙整相關違規事實後，依傳染病防治法第34條及第69條規定，對中研院進行裁處，從重處以最高罰鍰新臺幣十五萬元。

✏指揮中心提醒，國內持有、使用、輸出入、保存及處分第2級危險群以上病原體及生物毒素之設置單位，單位生物安全主管及生物安全會，應依法落實對單位內部生物安全事務之監督及管理，以確保所屬實驗室之生物安全無虞。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",520,7,65,4,7,0,11
985,mohw.gov.tw,2057317114434696,"#衛福編編報報 ⏲發文時間：2021.12.24
❗新增20例COVID-19境外移入確定病例❗
⭐記者會影片：https://youtu.be/QjLw4tDVxIk
⭐記者會影片-即時字幕：https://youtu.be/QjLw4tDVxIk
⭐《客家電視台》客語口譯直播：https://youtu.be/FRn4NxxVmbE
⭐衛生福利部 LINE@：https://lin.ee/24imWWE
⭐衛生福利部 Twitter：https://twitter.com/MOHW_Taiwan

✏中央流行疫情指揮中心今(24)日公布國內新增20例COVID-19移入確定病例；另確診個案中無新增死亡。

✏今日新增20例境外移入個案，為14例男性、6例女性，年齡介於10多歲至60多歲，分別自美國(7例，案16965、案16967、案16968、案16970、案16977、案16982、案16983)、越南(3例，案16971、案16979、案16980)、菲律賓(2例，案16973、案16974)、泰國(案16966)、德國(案16969)、馬來西亞(案16972)、印尼(案16975)、印度(案16976)、加拿大(案16978)、立陶宛(案16984)及日本(案16981)，入境日介於今(2021)年11月21日至12月22日；詳如新聞稿附件。

✏截至目前國內累計16,873例確診，分別為2,220例境外移入，14,599例本土病例，36例敦睦艦隊、3例航空器感染、1例不明及14例調查中；無新增空號病例，累計111例移除為空號。2020年起累計850例COVID-19死亡病例，其中838例本土，個案居住縣市分布為新北市413例、臺北市322例、基隆市29例、桃園市27例、彰化縣15例、新竹縣13例、臺中市5例、苗栗縣3例、宜蘭縣及花蓮縣各2例，新竹市、南投縣、雲林縣、臺南市、高雄市、屏東縣及臺東縣各1例；另12例為境外移入。

✏指揮中心再次呼籲，民眾應落實手部衛生、咳嗽禮節及佩戴口罩等個人防護措施，減少不必要移動、活動或集會，避免出入人多擁擠的場所，或高感染傳播風險場域，並主動積極配合各項防疫措施，共同嚴守社區防線。

#防疫最前線 #謝謝辛苦的檢疫人員
#謝謝臺灣醫護人員 #謝謝所有第一線人員 #臺灣加油
#2019nCoV
#嚴重特殊傳染性肺炎
#COVID19
#MOHW_Taiwan",3043,20,486,14,409,26,91
